UNITID,NPT4_PUB,NPT4_PRIV
455895,NULL,15040
455901,NULL,14912
455910,NULL,11321
455929,NULL,12568
455947,NULL,17391
455956,NULL,4145
455965,NULL,17919
455974,NULL,8220
455983,NULL,10462
455992,NULL,NULL
456001,NULL,17922
456029,NULL,12742
456038,NULL,17227
456056,NULL,29023
456065,NULL,12576
456074,NULL,12980
456092,NULL,12267
456126,NULL,14563
456135,NULL,11204
456153,NULL,21255
456180,NULL,22462
456205,NULL,20178
456214,NULL,21487
456287,NULL,14972
456296,NULL,NULL
456348,NULL,27620
456454,NULL,18528
456481,NULL,22850
456490,NULL,11560
456506,NULL,18944
456515,NULL,20862
456542,NULL,NULL
456551,NULL,13880
456560,NULL,NULL
456579,NULL,18885
456588,NULL,11374
456597,NULL,10800
456612,NULL,NULL
456621,NULL,NULL
456791,NULL,NULL
456825,NULL,11843
456861,NULL,23234
456922,NULL,23948
456931,NULL,27360
456940,NULL,20431
456959,15234,NULL
456968,NULL,17852
456977,NULL,13256
457022,NULL,20427
457031,NULL,15358
457077,NULL,16684
457086,NULL,12885
457101,NULL,16516
457110,NULL,23400
457129,NULL,NULL
457174,NULL,17834
457192,NULL,16603
457208,NULL,20406
457226,NULL,NULL
457244,NULL,26254
457253,NULL,14849
457271,NULL,NULL
457299,NULL,11834
457314,NULL,21307
457323,NULL,19929
457332,NULL,NULL
457341,NULL,13612
457350,NULL,NULL
457378,7839,NULL
457387,2633,NULL
457396,NULL,21794
457402,NULL,8218
457411,NULL,21822
457420,NULL,16310
457439,NULL,16084
457448,NULL,19104
457466,NULL,13610
457475,NULL,19421
457484,NULL,18129
457493,NULL,21423
457527,NULL,NULL
457536,NULL,21421
457545,NULL,14509
457554,NULL,9957
457563,NULL,21079
457572,NULL,12460
457581,NULL,15463
457606,NULL,12235
457615,NULL,NULL
457624,27434,NULL
457633,NULL,15686
457642,NULL,10316
457651,NULL,22259
457679,NULL,10280
457688,NULL,21661
457697,NULL,10611
457703,NULL,18842
457721,NULL,9949
457749,NULL,12893
457767,NULL,23765
457776,NULL,17004
457785,NULL,12501
457794,NULL,8322
457800,NULL,13145
457819,NULL,NULL
457837,NULL,11014
457846,NULL,18869
457855,NULL,16817
457864,NULL,15760
457873,NULL,NULL
457891,NULL,11641
457916,NULL,7532
457925,NULL,16476
457943,8314,NULL
457952,NULL,17930
457989,8216,NULL
457998,NULL,16944
458007,NULL,9218
458016,NULL,20235
458034,NULL,20926
458043,NULL,19741
458052,NULL,5885
458061,NULL,4622
458070,NULL,19730
458098,NULL,13830
458104,NULL,NULL
458113,NULL,11154
458122,NULL,13540
458131,NULL,15008
458140,NULL,24274
458159,NULL,NULL
458168,NULL,13659
458186,NULL,23120
458210,NULL,44623
458229,NULL,42020
458256,NULL,30917
458265,NULL,23438
458274,NULL,17064
458283,NULL,22574
458380,NULL,27075
458405,NULL,23119
458423,NULL,NULL
458432,NULL,16482
458441,NULL,20181
458450,NULL,22141
458478,NULL,15587
458496,NULL,24464
458502,NULL,16492
458593,NULL,24151
458681,NULL,20833
458690,NULL,21450
458706,NULL,23017
458803,NULL,12531
458812,NULL,12819
458821,NULL,11618
458830,NULL,15658
458849,NULL,14344
458858,NULL,14182
458867,NULL,14260
458885,NULL,NULL
458919,NULL,24501
458955,NULL,NULL
458964,NULL,15786
458973,NULL,22451
458982,NULL,23077
459000,NULL,12129
459019,NULL,14451
459037,NULL,14507
459046,NULL,14124
459055,NULL,13138
459064,NULL,13915
459073,NULL,12700
459082,NULL,NULL
459091,NULL,23392
459107,NULL,16755
459116,NULL,17437
459125,NULL,9342
459161,NULL,NULL
459170,NULL,8510
459189,NULL,5846
459198,NULL,16243
459204,NULL,39824
459213,NULL,24556
459222,NULL,NULL
459231,NULL,17336
459259,NULL,25302
459268,NULL,23678
459277,NULL,16344
459286,NULL,20271
459295,NULL,26160
459301,NULL,13588
459310,NULL,5553
459329,6442,NULL
459347,NULL,12196
459365,NULL,20235
459374,NULL,16818
459392,NULL,11206
459408,14476,NULL
459417,NULL,24221
459426,NULL,16761
459444,NULL,19187
459462,NULL,34019
459480,NULL,11670
459499,NULL,17527
459514,NULL,9161
459532,NULL,13039
459541,NULL,6638
459550,NULL,13452
459578,NULL,13225
459727,NULL,21823
459736,NULL,NULL
459745,NULL,NULL
459824,NULL,NULL
459842,NULL,25531
459851,NULL,20298
459949,8408,NULL
459958,NULL,21424
459967,NULL,18629
459985,NULL,22152
459994,NULL,23251
460011,NULL,14888
460020,NULL,21532
460039,NULL,NULL
460048,NULL,NULL
460075,NULL,NULL
460093,NULL,17543
460109,NULL,19342
460118,NULL,18971
460127,NULL,18952
460136,NULL,19888
460145,NULL,21635
460172,NULL,26831
460181,NULL,23414
460190,NULL,23842
460206,NULL,22865
460215,NULL,21085
460349,NULL,18449
460358,NULL,23064
460376,NULL,NULL
460385,NULL,29236
460394,6092,NULL
460446,NULL,23863
460455,NULL,NULL
460464,5309,NULL
460482,NULL,28416
460516,NULL,16994
460525,NULL,21742
460534,NULL,16547
460543,NULL,19805
460552,NULL,19190
460570,NULL,32951
460598,NULL,16903
460604,NULL,NULL
460613,NULL,NULL
460640,NULL,19085
460677,NULL,9292
460701,NULL,11664
460738,NULL,NULL
460747,NULL,32763
460756,NULL,21361
460765,NULL,10156
460774,NULL,24695
460783,NULL,17733
460808,15405,NULL
460817,NULL,22378
460826,NULL,20671
460835,NULL,19016
460844,NULL,29540
460853,NULL,29634
460862,NULL,12004
460871,NULL,22838
460899,NULL,27085
460914,NULL,19910
460923,NULL,21562
460932,NULL,13889
460969,NULL,23316
460978,NULL,18173
460987,NULL,11237
460996,NULL,12361
461005,NULL,15215
461014,NULL,18162
461023,NULL,16063
461032,NULL,15485
461111,NULL,8132
461120,NULL,NULL
461139,NULL,NULL
461148,NULL,38437
461157,NULL,42895
461175,NULL,12745
461193,NULL,16960
461218,NULL,20614
461227,NULL,14858
461236,NULL,23418
461245,NULL,NULL
461254,NULL,12510
461263,NULL,24912
461272,NULL,12000
461281,NULL,NULL
461290,NULL,24300
461306,39,NULL
461315,6366,NULL
461324,NULL,NULL
461333,NULL,NULL
461342,NULL,16416
461351,NULL,18412
461360,NULL,18849
461379,NULL,18885
461388,NULL,10421
461412,NULL,NULL
461421,NULL,12455
461430,NULL,NULL
461449,NULL,6525
461485,NULL,NULL
461494,NULL,12909
461500,NULL,3612
461528,NULL,15912
461537,NULL,8815
461546,NULL,15621
461555,NULL,7007
461564,NULL,15615
461573,NULL,13664
461582,NULL,12977
461591,NULL,19986
461607,NULL,13612
461625,NULL,4409
461643,NULL,NULL
461652,NULL,17755
461689,NULL,19447
461698,NULL,14459
461704,NULL,16248
461713,NULL,12369
461722,NULL,10389
461731,NULL,10219
461740,NULL,9770
461759,NULL,7577
461768,NULL,10752
461786,NULL,NULL
461795,NULL,10882
461801,NULL,18119
461810,NULL,6850
461829,NULL,18770
461838,NULL,11701
461856,NULL,23039
461865,NULL,NULL
461874,NULL,19070
461883,NULL,NULL
461892,NULL,29266
461908,NULL,13123
461917,NULL,13309
461926,NULL,9781
461944,NULL,11315
461953,NULL,20465
461962,NULL,19460
461999,NULL,12400
462008,NULL,18285
462017,NULL,16816
462035,NULL,12009
462044,NULL,NULL
462053,NULL,16463
462062,NULL,13313
462071,NULL,14327
462309,NULL,27718
462318,NULL,19276
462327,NULL,19942
462336,NULL,18006
462345,NULL,12011
462354,NULL,29047
463056,7554,NULL
465812,NULL,28391
466152,NULL,21684
466161,NULL,11532
466170,NULL,NULL
466189,NULL,9593
466523,NULL,21928
466921,NULL,25746
466930,NULL,27775
467094,NULL,19103
467368,NULL,16816
467784,NULL,22935
467863,NULL,13092
467872,NULL,13500
467906,NULL,16706
468006,NULL,NULL
468024,NULL,23798
468246,NULL,14832
468255,NULL,18453
468398,NULL,20715
468705,NULL,11203
468732,NULL,22749
468769,NULL,5233
468848,NULL,25804
468875,NULL,4019
468893,NULL,13748
468909,NULL,24593
468963,NULL,13184
469124,NULL,21737
469133,NULL,22403
469142,NULL,22887
469151,NULL,22022
469160,NULL,22667
469416,NULL,4673
469586,NULL,20995
469610,NULL,14083
469629,NULL,23842
469638,NULL,24934
469911,NULL,24507
469920,NULL,24966
469957,NULL,20141
470038,NULL,26613
470047,NULL,12352
470296,NULL,7673
470393,NULL,15547
474863,NULL,20263
474890,NULL,26535
474906,NULL,26857
474915,NULL,12846
474924,NULL,12336
474933,NULL,19921
474942,NULL,17874
474997,NULL,20815
475015,NULL,13696
475024,NULL,18659
475033,NULL,NULL
475060,NULL,20859
475097,NULL,49280
475121,NULL,23262
475130,NULL,24390
475194,NULL,18694
475200,NULL,NULL
475228,NULL,NULL
475255,NULL,10781
475273,NULL,NULL
475282,NULL,24036
475325,NULL,21175
475352,NULL,30350
475370,NULL,30601
475398,NULL,NULL
475404,NULL,13877
475413,NULL,10471
475422,NULL,NULL
475431,NULL,11119
475459,NULL,17926
475468,NULL,20192
475477,NULL,18804
475486,NULL,21355
475495,NULL,NULL
475510,NULL,NULL
475538,NULL,19578
475547,NULL,16024
475556,NULL,16170
475565,4551,NULL
475574,NULL,12213
475583,NULL,19978
475592,NULL,25159
475608,NULL,17544
475617,NULL,29685
475626,NULL,24547
475635,NULL,37533
475644,NULL,5404
475653,NULL,14988
475662,NULL,12938
475699,NULL,16515
475705,NULL,NULL
475714,NULL,NULL
475723,19502,NULL
475732,NULL,36654
475741,NULL,25746
475750,NULL,30485
475839,NULL,12468
475866,NULL,23564
476063,NULL,23877
476179,NULL,14710
476230,NULL,19918
476294,NULL,16242
476337,NULL,25577
476346,NULL,21563
476355,NULL,NULL
476470,NULL,23599
476489,NULL,10276
476498,NULL,16526
476513,NULL,9431
476522,NULL,17421
476531,NULL,12697
476540,NULL,13498
476559,NULL,11087
476568,NULL,8547
476586,NULL,22249
476595,NULL,27727
476601,NULL,11422
476610,NULL,14228
476629,NULL,13129
476674,NULL,6795
476683,NULL,20488
476692,NULL,NULL
476708,NULL,13516
476717,NULL,3999
476726,NULL,15454
476735,NULL,23640
476744,NULL,15906
476753,NULL,14367
476771,NULL,20066
476780,NULL,NULL
476799,NULL,25924
476805,NULL,8584
476814,NULL,NULL
476823,NULL,13092
476841,NULL,15118
476850,NULL,14259
476869,NULL,14690
476878,NULL,10404
476887,NULL,29734
476896,NULL,18873
476902,NULL,13517
476911,NULL,32510
476939,NULL,26077
476948,NULL,21889
476957,NULL,12160
476966,NULL,25899
476975,NULL,NULL
476984,NULL,16226
476993,NULL,13836
477002,NULL,9447
477039,NULL,28799
477950,NULL,28432
477996,NULL,NULL
478005,NULL,15876
478014,NULL,NULL
478582,NULL,15243
478591,NULL,18051
478616,NULL,14588
478634,NULL,26953
478661,NULL,14976
478917,NULL,10803
478953,NULL,21368
479053,NULL,21361
479062,NULL,18469
479248,NULL,9738
479424,NULL,25806
479956,19221,NULL
479965,NULL,15648
479974,NULL,15402
479983,NULL,15201
479992,NULL,NULL
480000,NULL,12696
480019,NULL,12139
480028,NULL,25602
480037,NULL,31093
480064,NULL,14686
480073,NULL,23846
480082,NULL,23742
480091,NULL,13354
480107,NULL,29928
480125,NULL,23904
480134,NULL,NULL
480161,NULL,15457
480170,NULL,13210
480189,NULL,13093
480198,NULL,18633
480204,NULL,21656
480301,NULL,NULL
480310,NULL,13557
480329,NULL,18916
480347,NULL,13283
480471,NULL,26623
480499,NULL,NULL
480514,NULL,18885
480523,NULL,19278
480532,NULL,20352
480550,NULL,19460
480569,NULL,NULL
480657,NULL,19768
480693,NULL,9840
480727,NULL,10983
480736,NULL,16475
480781,NULL,10145
480790,NULL,NULL
480815,NULL,30438
480824,NULL,24066
480833,NULL,20788
480842,NULL,14056
480851,NULL,21643
480879,NULL,10763
480888,NULL,19939
480903,NULL,12547
480912,NULL,31404
480921,NULL,16645
480930,NULL,13199
480967,14717,NULL
480976,NULL,16160
480985,NULL,23000
480994,NULL,9387
481003,NULL,13563
481021,15485,NULL
481030,NULL,NULL
481049,17261,NULL
481058,NULL,15036
481085,NULL,NULL
481094,NULL,NULL
481100,NULL,3522
481128,NULL,5090
481137,NULL,28114
481146,NULL,20270
481155,NULL,17002
481164,NULL,10212
481182,NULL,NULL
481191,10434,NULL
481207,NULL,24026
481225,NULL,NULL
481234,NULL,15350
481243,NULL,26047
481252,NULL,40709
481289,NULL,17019
481298,NULL,9065
481313,NULL,9721
481322,NULL,10832
481331,NULL,11434
481340,NULL,NULL
481368,NULL,7928
481377,NULL,13957
481386,NULL,32038
481395,NULL,19775
481401,NULL,NULL
481410,NULL,11175
481429,NULL,26191
481438,NULL,10936
481447,NULL,11874
481456,NULL,20130
481465,NULL,13423
481474,NULL,NULL
481483,NULL,12701
481508,NULL,13538
481517,NULL,11785
481526,NULL,15182
481535,NULL,NULL
481544,NULL,NULL
481562,NULL,13272
481571,NULL,11602
481599,NULL,26581
481678,NULL,15250
481720,NULL,25953
481739,NULL,14161
481748,NULL,14459
481845,NULL,14677
481854,NULL,22430
481863,NULL,20643
481890,NULL,18592
481906,NULL,18774
481915,NULL,17143
481942,NULL,22388
481960,NULL,14576
481988,NULL,17702
482015,NULL,23897
482024,NULL,13824
482060,NULL,18270
482097,NULL,20582
482103,NULL,18504
482149,16771,NULL
482158,9743,NULL
482167,NULL,12294
482176,NULL,14691
482185,NULL,19123
482194,NULL,15876
482200,NULL,11898
482228,NULL,9107
482246,NULL,14746
482255,NULL,24916
482291,NULL,27010
482316,NULL,18311
482325,NULL,NULL
482334,NULL,NULL
482343,NULL,NULL
482361,NULL,NULL
482370,NULL,NULL
482413,NULL,30304
482422,NULL,28460
482431,NULL,26467
482440,NULL,29795
482459,NULL,25793
482468,NULL,26934
482477,NULL,30329
482486,NULL,20359
482538,NULL,27685
482547,NULL,31241
482556,NULL,23160
482565,NULL,28508
482574,NULL,27533
482583,NULL,NULL
482608,NULL,28390
482617,NULL,NULL
482635,NULL,31788
482653,NULL,33227
482680,9854,NULL
482699,8997,NULL
482705,NULL,NULL
482927,NULL,19412
482936,NULL,NULL
482954,NULL,NULL
482963,NULL,13258
482972,NULL,NULL
482981,NULL,11891
482990,NULL,29444
483009,NULL,13926
483018,NULL,18569
483036,NULL,NULL
483045,2427,NULL
483054,NULL,15763
483106,NULL,24421
483124,11732,NULL
483212,8845,NULL
483230,NULL,32091
483258,NULL,14540
483276,NULL,12340
483319,NULL,30072
483328,NULL,16020
483337,NULL,10910
483346,NULL,11338
483355,NULL,19953
483364,NULL,17840
483373,NULL,30994
483382,NULL,12025
483425,NULL,11370
483443,NULL,13321
483470,NULL,22431
483504,NULL,25373
483513,NULL,15067
483559,NULL,13911
483568,NULL,22053
483577,NULL,7490
483595,NULL,NULL
483610,NULL,10868
483638,NULL,NULL
483647,NULL,24299
483665,NULL,17535
483708,NULL,NULL
483717,NULL,8770
483726,NULL,9806
483735,NULL,15983
483744,NULL,10604
483753,NULL,19769
483780,NULL,NULL
483799,NULL,24362
483805,NULL,15389
483814,NULL,22656
483823,NULL,16563
483841,NULL,15253
483850,NULL,16106
483869,NULL,19484
483878,NULL,25337
483887,NULL,15275
483896,NULL,NULL
483902,NULL,4073
483911,NULL,12533
483920,NULL,13384
483939,NULL,10864
483948,NULL,17622
483957,NULL,13225
483975,NULL,NULL
483984,NULL,16188
484002,NULL,26193
484011,NULL,13770
484020,NULL,13034
484039,NULL,NULL
484048,NULL,12907
484057,NULL,NULL
484066,NULL,17410
484075,NULL,7430
484084,NULL,12881
484093,NULL,24717
484109,NULL,15762
484118,NULL,19969
484127,NULL,14439
484136,NULL,14977
484154,NULL,9689
484163,NULL,12793
484172,NULL,14972
484190,NULL,8330
484206,NULL,14738
484233,NULL,NULL
484303,NULL,NULL
484321,NULL,15250
484330,NULL,18466
484349,NULL,19878
484358,NULL,18916
484367,NULL,27113
484376,NULL,25868
484385,NULL,20049
484394,NULL,14138
484473,10858,NULL
484604,NULL,17410
484613,NULL,15023
484622,NULL,NULL
484631,NULL,15420
484640,NULL,18250
484668,NULL,14256
484677,NULL,17196
484686,NULL,NULL
484695,NULL,NULL
484701,NULL,NULL
484710,NULL,14875
484729,NULL,17526
484738,NULL,NULL
484747,NULL,NULL
484756,NULL,15565
484765,NULL,15125
484783,NULL,13585
484826,NULL,11111
484835,NULL,6501
484871,NULL,2265
484899,NULL,15891
484905,4513,NULL
484923,NULL,11013
484932,7284,NULL
484950,NULL,15151
484978,NULL,30292
484996,NULL,4497
485014,NULL,15092
485032,NULL,15344
485111,8665,NULL
485120,NULL,NULL
485139,NULL,24940
485166,NULL,16673
485236,NULL,16932
485263,NULL,28880
485272,NULL,27504
485281,NULL,NULL
485290,NULL,NULL
485306,NULL,14166
485342,2881,NULL
485351,NULL,NULL
485360,NULL,47058
485379,NULL,19982
485388,NULL,22168
485397,NULL,16718
485403,NULL,NULL
485412,NULL,12161
485421,NULL,3678
485458,3382,NULL
485476,NULL,17565
485485,NULL,23699
485494,NULL,10702
485500,NULL,12910
485519,NULL,NULL
485528,NULL,14699
485537,NULL,NULL
485546,NULL,12578
485564,NULL,NULL
485573,NULL,20952
485582,NULL,17460
485591,NULL,11716
485607,NULL,11571
485704,NULL,14021
485731,NULL,10217
485768,NULL,12388
485801,NULL,9335
485810,NULL,13776
485856,NULL,NULL
485874,NULL,10516
485953,NULL,30220
485962,NULL,5366
485999,NULL,5074
486017,NULL,NULL
486026,NULL,7622
486080,NULL,NULL
486099,NULL,12460
486105,NULL,13715
486114,NULL,NULL
486123,NULL,27602
486141,NULL,31284
486150,NULL,NULL
486169,NULL,17524
486196,NULL,15962
486202,5780,NULL
486239,NULL,11938
486248,NULL,16528
486257,NULL,10698
486284,NULL,16572
486309,NULL,11979
486327,NULL,13737
486345,NULL,22473
486354,NULL,NULL
486372,NULL,33523
486381,NULL,53109
486390,NULL,16955
486406,8893,NULL
486415,NULL,33356
486424,NULL,17000
486433,NULL,NULL
486442,NULL,10231
486460,NULL,NULL
486488,NULL,20386
486497,NULL,10163
486503,NULL,11264
486512,NULL,21074
486521,NULL,NULL
486530,NULL,15191
486558,NULL,22506
486567,NULL,14415
486576,NULL,5790
486594,NULL,12262
486619,NULL,10068
486691,NULL,14026
486707,NULL,21056
486716,NULL,18801
486734,NULL,14459
486752,NULL,20455
486770,NULL,18863
486798,NULL,26008
486813,NULL,18347
486822,NULL,20906
486840,18284,NULL
486859,NULL,19004
486868,NULL,15036
486877,7979,NULL
486886,NULL,NULL
486901,NULL,20649
486938,NULL,29325
486947,NULL,25746
486956,NULL,38270
486965,NULL,42830
486983,NULL,15511
487010,NULL,NULL
487047,NULL,24901
487065,NULL,12945
487083,NULL,9948
487092,NULL,27753
487144,NULL,7765
487153,NULL,NULL
487162,1896,NULL
487232,NULL,10846
487296,NULL,NULL
487302,NULL,25987
487311,NULL,25901
487320,8014,NULL
487348,NULL,20240
487375,NULL,30605
487384,NULL,26339
487393,NULL,30805
487409,NULL,30062
487418,NULL,25682
487427,NULL,29270
487436,NULL,28243
487445,NULL,25369
487454,NULL,31355
487472,NULL,32419
487481,NULL,25574
487490,NULL,30515
487506,NULL,14326
487524,NULL,19280
487533,NULL,15307
487588,NULL,22697
487597,NULL,21753
487603,NULL,20032
487621,NULL,19089
487649,NULL,NULL
487658,NULL,27291
487676,NULL,18933
487746,NULL,NULL
487773,NULL,NULL
487782,NULL,13540
487791,NULL,19293
487807,NULL,15727
487816,NULL,9437
487834,NULL,25817
487843,NULL,NULL
487852,NULL,NULL
487861,NULL,25333
487870,NULL,10486
487889,NULL,NULL
487898,NULL,9427
487904,NULL,22289
487913,NULL,7444
487922,NULL,14095
487959,NULL,8827
487968,NULL,18719
487977,NULL,NULL
487995,NULL,NULL
488004,NULL,NULL
488013,NULL,17499
488022,NULL,14270
488031,NULL,NULL
488040,NULL,8010
488059,NULL,20501
488068,NULL,14019
488077,NULL,13124
488086,NULL,12373
488101,NULL,8501
488110,NULL,12862
488129,NULL,9919
488138,NULL,17046
488147,NULL,23600
488156,NULL,9547
488165,NULL,5106
488174,NULL,16500
488183,NULL,14463
488192,NULL,NULL
488217,NULL,25272
488226,NULL,26741
488235,NULL,12388
488253,NULL,20687
488262,NULL,15485
488271,NULL,14113
488280,NULL,13994
488299,NULL,6129
488305,NULL,9593
488314,NULL,12250
488332,NULL,27974
488341,NULL,12020
488350,NULL,7356
488369,NULL,26088
488378,NULL,11059
488387,NULL,NULL
488396,NULL,13573
488411,NULL,16401
488420,NULL,NULL
488439,NULL,14912
488448,NULL,41842
488527,NULL,NULL
488679,NULL,23176
488730,NULL,NULL
488776,NULL,NULL
488828,NULL,10144
488837,NULL,8016
488891,NULL,NULL
488907,NULL,NULL
488916,NULL,8787
488925,NULL,22727
488934,6224,NULL
488952,NULL,18709
488961,NULL,19211
488970,NULL,20036
488989,NULL,16277
488998,NULL,13062
489043,NULL,11771
489104,NULL,NULL
489122,NULL,NULL
489131,NULL,NULL
489140,NULL,NULL
489159,NULL,15998
489201,7107,NULL
489238,NULL,18680
489247,NULL,7571
489256,NULL,NULL
489283,NULL,21299
489344,NULL,25746
489353,NULL,NULL
489371,NULL,22860
489399,NULL,7655
489414,NULL,6584
489760,NULL,22672
489779,NULL,NULL
489788,NULL,NULL
489812,NULL,18051
489821,NULL,26924
489830,NULL,11490
489858,NULL,NULL
489900,NULL,13097
489937,NULL,13004
490018,NULL,12637
490045,NULL,16207
490054,NULL,24317
490063,NULL,NULL
490072,NULL,22552
490081,NULL,7737
490090,NULL,NULL
490106,NULL,NULL
490115,NULL,25101
490124,NULL,NULL
490133,NULL,NULL
490142,NULL,39852
490151,NULL,NULL
490160,NULL,NULL
490179,NULL,18146
490188,NULL,NULL
490197,NULL,13413
490203,NULL,25828
490212,18077,NULL
490221,NULL,NULL
490230,NULL,NULL
490249,NULL,11202
490258,NULL,13929
490267,NULL,18723
490276,NULL,13861
490285,NULL,NULL
490294,NULL,16010
490300,NULL,19352
490319,NULL,7201
490328,NULL,NULL
490337,NULL,NULL
490346,NULL,NULL
490355,NULL,11967
490364,NULL,17102
490373,NULL,NULL
490382,NULL,30357
490391,NULL,11092
490407,NULL,7880
490416,NULL,7938
490425,NULL,14936
490434,NULL,10023
490443,NULL,NULL
490452,NULL,5119
490461,NULL,9875
490470,NULL,10906
490498,NULL,NULL
490504,NULL,5794
490513,NULL,9950
490522,NULL,NULL
490531,NULL,NULL
490559,NULL,20391
490568,NULL,25579
490601,NULL,NULL
490674,NULL,9793
490692,NULL,NULL
490717,NULL,NULL
490735,NULL,33394
490771,NULL,NULL
490805,10833,NULL
490814,NULL,19177
490832,NULL,12639
490841,NULL,19445
490850,NULL,NULL
490869,NULL,17692
490878,NULL,19624
490948,NULL,14656
490975,NULL,26250
491057,NULL,NULL
491084,NULL,24158
491093,NULL,NULL
491109,NULL,NULL
491118,NULL,NULL
491136,NULL,14682
491145,NULL,14530
491163,NULL,NULL
491181,NULL,20880
491190,NULL,NULL
491233,NULL,NULL
491242,NULL,19064
491288,NULL,NULL
491297,NULL,NULL
491303,NULL,NULL
491394,NULL,NULL
10236801,NULL,NULL
10236802,NULL,NULL
10236803,NULL,NULL
10236808,NULL,NULL
10236809,NULL,NULL
10635101,NULL,NULL
10704401,NULL,NULL
10722001,NULL,NULL
10722002,NULL,NULL
10722003,NULL,NULL
10722004,NULL,NULL
10772501,NULL,NULL
11046801,NULL,NULL
11046802,NULL,NULL
11046803,NULL,NULL
11046804,NULL,NULL
11046805,NULL,NULL
11458501,NULL,NULL
11473401,NULL,NULL
11508303,NULL,NULL
11508305,NULL,NULL
11508306,NULL,NULL
11577301,NULL,NULL
11635001,NULL,NULL
11643901,NULL,NULL
11710401,NULL,NULL
11854101,NULL,NULL
11854102,NULL,NULL
11891201,NULL,NULL
11917301,NULL,NULL
12240901,NULL,NULL
12265801,NULL,NULL
12268501,NULL,NULL
12268502,NULL,NULL
12268503,NULL,NULL
12268504,NULL,NULL
12268505,NULL,NULL
12268506,NULL,NULL
12268507,NULL,NULL
12268508,NULL,NULL
12268510,NULL,NULL
12268511,NULL,NULL
12268512,NULL,NULL
12268513,NULL,NULL
12268514,NULL,NULL
12268515,NULL,NULL
12293101,NULL,NULL
12601201,NULL,NULL
12682703,NULL,NULL
12697901,NULL,NULL
13017401,NULL,NULL
13017402,NULL,NULL
13017403,NULL,NULL
13017404,NULL,NULL
13017405,NULL,NULL
13017406,NULL,NULL
13017407,NULL,NULL
13090701,NULL,NULL
13090702,NULL,NULL
13180301,NULL,NULL
13247101,NULL,NULL
13508101,NULL,NULL
13508102,NULL,NULL
13508103,NULL,NULL
13508104,NULL,NULL
13508105,NULL,NULL
13508106,NULL,NULL
13508107,NULL,NULL
13508108,NULL,NULL
13508109,NULL,NULL
13508110,NULL,NULL
13508111,NULL,NULL
13508112,NULL,NULL
13508113,NULL,NULL
13508114,NULL,NULL
13508115,NULL,NULL
13508116,NULL,NULL
13552201,NULL,NULL
13830901,NULL,NULL
13830902,NULL,NULL
13830903,NULL,NULL
13830904,NULL,NULL
13962101,NULL,NULL
13962102,NULL,NULL
14736901,NULL,NULL
14736902,NULL,NULL
14902801,NULL,NULL
14902802,NULL,NULL
14953201,NULL,NULL
15085301,NULL,NULL
15085302,NULL,NULL
15085303,NULL,NULL
15098701,NULL,NULL
15098702,NULL,NULL
15098703,NULL,NULL
15098704,NULL,NULL
15098705,NULL,NULL
15098706,NULL,NULL
15098707,NULL,NULL
15098708,NULL,NULL
15098709,NULL,NULL
15098710,NULL,NULL
15098711,NULL,NULL
15098712,NULL,NULL
15098713,NULL,NULL
15098714,NULL,NULL
15116601,NULL,NULL
15116602,NULL,NULL
15116604,NULL,NULL
15116605,NULL,NULL
15116606,NULL,NULL
15116607,NULL,NULL
15116608,NULL,NULL
15116609,NULL,NULL
15116610,NULL,NULL
15208001,NULL,NULL
15336601,NULL,NULL
15468801,NULL,NULL
15468802,NULL,NULL
15492501,NULL,NULL
15492502,NULL,NULL
15628601,NULL,NULL
15628602,NULL,NULL
15631001,NULL,NULL
15631002,NULL,NULL
15631003,NULL,NULL
15631004,NULL,NULL
15631005,NULL,NULL
16061201,NULL,NULL
16061202,NULL,NULL
16149303,NULL,NULL
16165101,NULL,NULL
16210401,NULL,NULL
16884701,NULL,NULL
16884702,NULL,NULL
16884703,NULL,NULL
16884704,NULL,NULL
16884705,NULL,NULL
16884706,NULL,NULL
16884707,NULL,NULL
16884709,NULL,NULL
16884710,NULL,NULL
16947903,NULL,NULL
16947904,NULL,NULL
16947905,NULL,NULL
16947907,NULL,NULL
16947909,NULL,NULL
16947910,NULL,NULL
16947912,NULL,NULL
16947918,NULL,NULL
16947920,NULL,NULL
16947921,NULL,NULL
16947922,NULL,NULL
16947923,NULL,NULL
16947924,NULL,NULL
17296301,NULL,NULL
17320301,NULL,NULL
17355901,NULL,NULL
17355902,NULL,NULL
17355903,NULL,NULL
17391101,NULL,NULL
17399301,NULL,NULL
17447301,NULL,NULL
17501401,NULL,NULL
17501402,NULL,NULL
17501403,NULL,NULL
17501404,NULL,NULL
17501405,NULL,NULL
17501406,NULL,NULL
17526301,NULL,NULL
17557301,NULL,NULL
17557302,NULL,NULL
17601701,NULL,NULL
17623901,NULL,NULL
17706501,NULL,NULL
17706502,NULL,NULL
17706503,NULL,NULL
17706504,NULL,NULL
17706505,NULL,NULL
17706506,NULL,NULL
17706507,NULL,NULL
17706508,NULL,NULL
17706509,NULL,NULL
17706510,NULL,NULL
17706511,NULL,NULL
17706512,NULL,NULL
17706513,NULL,NULL
17706514,NULL,NULL
17706515,NULL,NULL
17706516,NULL,NULL
17706517,NULL,NULL
17706518,NULL,NULL
17706519,NULL,NULL
17706520,NULL,NULL
17706521,NULL,NULL
17706522,NULL,NULL
17706523,NULL,NULL
17706524,NULL,NULL
