UNITID,NPT4_PRIV,NPT4_PUB,TUITFTE,UG12MN
417062,11826,NULL,3821,89
417105,NULL,4393,2167,576
417123,NULL,11862,3197,244
417248,NULL,5387,3045,60
417275,NULL,10725,1973,37
417318,NULL,NULL,7049,8
417327,21695,NULL,17250,296
417381,14213,NULL,10594,149
417406,16154,NULL,6837,44
417442,NULL,18095,5086,135
417503,14101,NULL,10864,306
417549,14796,NULL,3576,283
417600,21032,NULL,9989,36
417628,NULL,10682,4861,59
417637,NULL,15013,1890,122
417646,NULL,15036,4046,23
417655,NULL,6663,5160,25
417673,NULL,5533,5666,23
417682,NULL,15476,5923,33
417716,NULL,19510,5178,235
417725,4954,NULL,4611,104
417734,16016,NULL,18588,241
417752,17190,NULL,10769,56
417804,24902,NULL,12650,141
417831,NULL,7412,5191,96
417840,26890,NULL,18210,350
417868,NULL,10904,7800,72
417886,NULL,16054,8547,106
417910,NULL,29652,15858,229
417983,NULL,NULL,10159,67
417992,NULL,17417,8785,88
418001,NULL,17210,8533,236
418010,NULL,17693,6426,68
418029,NULL,15795,6704,35
418038,NULL,21327,5972,176
418056,NULL,22553,2890,65
418065,NULL,15890,6505,369
418083,NULL,22855,7586,46
418126,22785,NULL,13894,561
418171,27945,NULL,12648,66
418199,NULL,10747,9042,81
418205,NULL,NULL,8387,514
418223,NULL,13951,7754,165
418250,NULL,9172,8088,409
418269,22841,NULL,8684,194
418278,NULL,NULL,7580,114
418296,NULL,3235,866,1634
418302,NULL,9478,1562,520
418320,NULL,NULL,784,913
418339,NULL,1533,847,1040
418348,NULL,2029,1053,621
418357,NULL,2405,3157,87
418409,NULL,12001,7224,838
418427,NULL,17823,4136,161
418445,NULL,12590,679,38
418454,NULL,12392,7963,281
418481,NULL,16978,4545,70
418515,NULL,15979,5990,205
418524,NULL,14808,6184,63
418533,NULL,10507,7503,510
418542,NULL,16233,1864,226
418560,NULL,14613,10813,104
418588,NULL,14510,7714,64
418603,NULL,10600,825,73
418612,NULL,NULL,3136,19
418658,14132,NULL,7093,490
418755,10797,NULL,5447,48
418764,6249,NULL,10378,83
418773,8322,NULL,7839,517
418782,3859,NULL,6042,406
418870,22027,NULL,8992,322
418889,17960,NULL,10428,148
418913,4277,NULL,4222,30
418968,11905,NULL,8211,289
419031,NULL,4775,948,27
419095,NULL,3897,2652,47
419183,18613,NULL,2656,384
419217,5600,NULL,4142,121
419226,NULL,NULL,7253,762
419235,11723,NULL,16762,252
419244,20336,NULL,12916,277
419253,23352,NULL,15789,174
419280,9023,NULL,2877,33
419332,NULL,NULL,23676,7
419341,16060,NULL,9910,89
419411,23307,NULL,7415,216
419420,NULL,-1973,2459,73
419484,NULL,13161,11678,28
419633,11150,NULL,6424,65
419660,23826,NULL,3543,740
419703,4686,NULL,6392,970
419712,5173,NULL,5742,350
419721,3888,NULL,6507,449
420024,25779,NULL,18633,413
420042,13118,NULL,10660,721
420103,23883,NULL,8831,234
420130,29464,NULL,16551,192
420246,NULL,NULL,28754,NULL
420255,4920,NULL,3301,108
420325,4018,NULL,3882,130
420343,18984,NULL,13613,1215
420370,21499,NULL,18139,395
420398,NULL,4359,1278,27257
420431,NULL,-467,1953,2077
420440,NULL,8661,541,2261
420459,NULL,7285,825,903
420468,NULL,15181,8543,344
420538,NULL,10330,1556,1947
420556,NULL,8015,5265,1647
420574,NULL,10657,8643,4852
420608,32731,NULL,12996,109
420705,NULL,NULL,10534,NULL
420723,NULL,5175,1434,395
420981,10011,NULL,169,620
421513,21140,NULL,10759,134
421610,3869,NULL,7206,62
421665,9050,NULL,6805,34
421708,23403,NULL,7066,924
421717,NULL,NULL,968,44
421771,16520,NULL,12954,60
421832,25972,NULL,12135,383
421841,28326,NULL,21304,258
421878,20749,NULL,19557,286
421896,5880,NULL,4038,517
422190,12875,NULL,6007,65
422695,23451,NULL,12847,513
422835,18949,NULL,10244,364
423120,11185,NULL,2391,732
423397,8411,NULL,1842,224
423412,NULL,NULL,4136,33
423643,NULL,NULL,50367,NULL
423652,NULL,13243,5266,716
425250,17568,NULL,6028,187
425986,21005,NULL,4101,502
426314,18688,NULL,11328,16188
427308,16012,NULL,6322,196
427335,6835,NULL,1724,54
427894,17552,NULL,10558,200
427973,24919,NULL,14602,379
427982,20316,NULL,33064,124
427991,NULL,6763,2977,835
428000,NULL,NULL,22399,190
428019,NULL,8848,100,339
428055,4546,NULL,5604,347
428125,9341,NULL,5752,134
428143,32736,NULL,18838,368
428170,27422,NULL,9349,1075
428259,NULL,NULL,1722,280
428392,NULL,8712,5133,3370
429012,111408,NULL,71529,673
429085,NULL,NULL,9418,NULL
429094,NULL,NULL,15817,NULL
429128,11949,NULL,6179,1441
430184,23932,NULL,13711,3788
430218,16018,NULL,10004,154
430227,16083,NULL,9813,193
430245,25766,NULL,13308,889
430306,15497,NULL,14394,52
430403,28199,NULL,18368,173
430485,39020,NULL,19913,52
430564,22093,NULL,16344,76
430582,9374,NULL,454,473
430670,5232,NULL,21928,40
430704,NULL,NULL,10255,6
430795,NULL,1901,3354,256
430810,31463,NULL,15049,324
430883,NULL,12720,2163,64
430908,NULL,13183,6427,107
430935,2623,NULL,6649,940
430971,NULL,17517,7658,146
431017,NULL,4133,5195,110
431071,19315,NULL,10666,102
431099,10551,NULL,18918,204
431105,NULL,28953,4263,178
431123,6483,NULL,9583,503
431141,26940,NULL,10777,1835
431169,NULL,4673,469,159
431187,NULL,3702,3797,60
431196,NULL,13465,15256,112
431266,NULL,NULL,464,123
431275,NULL,12673,1430,97
431284,10245,NULL,5767,137
431558,NULL,NULL,3221,441
431600,24757,NULL,12282,182
431716,NULL,8829,7700,362
431929,NULL,NULL,3110,230
431956,22394,NULL,19586,307
431965,15931,NULL,13618,96
431983,7913,NULL,13804,124
432074,NULL,9415,796,415
432117,18890,NULL,9382,138
432223,NULL,NULL,9733,150
432269,15418,NULL,11962,135
432348,NULL,NULL,19925,NULL
432384,22063,NULL,18460,761
432524,35146,NULL,16809,147
433004,24998,NULL,24872,397
433013,22554,NULL,26066,515
433040,NULL,10590,11355,40
433068,NULL,13112,2827,515
433101,21654,NULL,8390,923
433138,NULL,9074,2888,278
433165,NULL,NULL,3105,7
433174,NULL,44661,10749,629
433387,NULL,NULL,7719,104871
433420,52062,NULL,23590,399
433536,22315,NULL,13125,716
433660,NULL,13745,5059,15411
433970,23516,NULL,34056,72
434016,NULL,7418,1030,216
434061,NULL,9153,2082,9161
434140,22085,NULL,7320,1413
434159,16244,NULL,7823,503
434274,6600,NULL,2661,141
434283,6577,NULL,5608,73
434292,15913,NULL,7750,3
434308,21463,NULL,6775,717
434344,23977,NULL,15683,341
434362,12985,NULL,7543,49
434432,25312,NULL,3240,49
434441,NULL,NULL,7501,NULL
434469,19923,NULL,18201,114
434496,12319,NULL,5848,102
434520,17119,NULL,31399,346
434539,20324,NULL,17567,293
434584,NULL,8806,3175,708
434672,NULL,8923,5378,27792
434715,NULL,NULL,34500,NULL
434751,12079,NULL,355,158
434821,18890,NULL,12575,1475
434830,11258,NULL,1634,340
434900,5179,NULL,8338,627
434937,11125,NULL,9387,25
435000,NULL,NULL,19049,48
436003,16321,NULL,16287,249
436021,NULL,NULL,12585,NULL
436030,17884,NULL,7612,353
436100,12674,NULL,9769,21
436261,NULL,NULL,26267,NULL
436270,21359,NULL,8433,214
436304,NULL,9322,5660,3059
436429,30977,NULL,16477,5118
436553,4555,NULL,3960,475
436599,40808,NULL,27725,123
436614,14667,NULL,6810,64
436632,13344,NULL,13077,309
436641,16082,NULL,9348,224
436650,18212,NULL,5807,323
436775,17231,NULL,13714,333
436818,NULL,8182,2524,1055
436827,NULL,8748,9009,801
436836,NULL,11948,3669,2164
437097,NULL,NULL,6531,1786
437103,NULL,8768,2717,11091
437237,22593,NULL,13642,116
437316,NULL,NULL,16503,457
437325,NULL,NULL,14095,376
437556,19914,NULL,11869,604
437608,11127,NULL,6260,291
437635,21408,NULL,5322,640
437705,2621,NULL,6600,16
437723,-1338,NULL,8311,94
437732,20390,NULL,14548,391
437750,28828,NULL,13910,152
437769,17655,NULL,5572,300
437778,18400,NULL,5568,389
437857,17061,NULL,11357,194
437936,18648,NULL,15990,1103
438151,28456,NULL,7655,665
438179,27594,NULL,24878,392
438221,20714,NULL,10820,549
438258,19156,NULL,14217,597
438285,24235,NULL,11145,649
438337,4626,NULL,4597,349
438498,23701,NULL,19382,3607
438504,17740,NULL,14412,1822
438586,15143,NULL,14565,3519
438674,18015,NULL,12503,83
438708,NULL,5522,2656,780
438735,26236,NULL,16204,263
438805,18886,NULL,34383,361
438869,23994,NULL,10979,45
438984,7399,NULL,4276,171
439020,NULL,NULL,10468,30
439118,21779,NULL,12251,663
439145,NULL,9723,3351,7096
439190,NULL,9741,2816,4581
439288,24894,NULL,15046,1263
439367,24211,NULL,14707,990
439394,NULL,NULL,8152,11
439446,NULL,NULL,5670,53
439455,37540,NULL,14080,498
439473,9617,NULL,1482,337
439482,24543,NULL,39715,76
439491,18436,NULL,12199,458
439507,19040,NULL,24734,159
439570,22975,NULL,8133,974
439613,9100,NULL,10101,206
439622,NULL,8502,5830,559
439668,NULL,NULL,11958,351
439686,20110,NULL,4653,324
439701,23371,NULL,12767,470
439738,25348,NULL,9138,476
439747,NULL,NULL,2475,278
439774,10869,NULL,17359,77
439783,NULL,NULL,9742,100
439792,23799,NULL,10122,617
439817,NULL,NULL,9984,NULL
439844,10667,NULL,9887,76
439862,6379,NULL,5687,58
439871,21496,NULL,15217,147
439899,15685,NULL,4855,60
439914,NULL,NULL,5112,NULL
439932,4871,NULL,10086,24
439969,31453,NULL,7861,108
439996,21767,NULL,5547,164
440004,NULL,NULL,18160,NULL
440031,NULL,NULL,34388,NULL
440059,21515,NULL,14575,1371
440101,14281,NULL,9747,245
440217,NULL,10604,6078,37
440226,7107,NULL,9852,110
440262,22548,NULL,10897,595
440271,23574,NULL,12236,83
440396,NULL,NULL,NULL,151
440402,NULL,10399,2371,4794
440411,NULL,NULL,5617,1
440651,7086,NULL,4405,1275
440730,NULL,14932,1938,766
440749,NULL,NULL,19022,374
440758,21265,NULL,212493,53
440776,11546,NULL,6868,27
440794,20479,NULL,18319,613
440819,NULL,NULL,16256,110
440828,NULL,17162,4290,1213
440855,21205,NULL,7922,139
440916,NULL,NULL,17320,NULL
440989,9865,NULL,11558,923
441025,22560,NULL,15315,1245
441052,18717,NULL,15819,1535
441070,NULL,5011,1047,219
441104,NULL,NULL,15890,NULL
441131,NULL,NULL,16955,NULL
441168,14340,NULL,6621,58
441210,NULL,NULL,8489,312
441229,29213,NULL,20195,1375
441238,NULL,NULL,0,NULL
441256,8608,NULL,13761,166
441362,26753,NULL,18486,345
441371,17536,NULL,16439,29501
441380,16687,NULL,11760,459
441414,NULL,11764,653,374
441423,19358,NULL,9922,458
441487,24151,NULL,10828,84
441496,25397,NULL,13718,333
441502,20207,NULL,10106,540
441511,10505,NULL,6267,678
441548,24785,NULL,20201,80
441575,8225,NULL,5495,808
441593,NULL,15386,8905,54
441609,NULL,NULL,4350,141
441618,17278,NULL,7788,46
441636,21027,NULL,10185,543
441645,12619,NULL,10963,229
441663,24300,NULL,11593,552
441672,NULL,4908,4197,68
441690,6319,NULL,5947,312
441706,5941,NULL,4324,72
441742,21553,NULL,14398,1275
441760,NULL,6864,3838,3646
441788,21986,NULL,15878,945
441830,15229,NULL,9268,146
441858,NULL,NULL,8398,360
441876,12587,NULL,10358,325
441900,NULL,12980,3599,5775
441937,NULL,16226,4677,7819
441982,21370,NULL,16145,411
442064,NULL,NULL,15076,NULL
442073,23679,NULL,11223,732
442134,21244,NULL,5750,919
442161,NULL,NULL,5577,141
442213,24194,NULL,10450,83
442240,20211,NULL,10150,494
442295,NULL,NULL,23090,NULL
442329,27615,NULL,16815,1509
442356,33316,NULL,19234,2052
442383,14637,NULL,14611,204
442392,NULL,NULL,19245,NULL
442426,30216,NULL,10209,723
442435,12404,NULL,8133,87
442523,6396,NULL,8945,99
442569,8684,NULL,5324,10751
442602,25747,NULL,16649,676
442611,21468,NULL,12386,1602
442639,27992,NULL,25665,60
442657,18918,NULL,8953,207
442718,16623,NULL,36106,202
442781,NULL,5636,1366,589
442806,NULL,NULL,41584,NULL
442815,26807,NULL,22835,406
442842,25333,NULL,11230,56
442879,36846,NULL,18707,1087
442888,14970,NULL,13063,175
442930,5989,NULL,8581,1276
442949,NULL,NULL,30240,59
442967,18954,NULL,5397,193
442976,10813,NULL,2694,234
442985,16947,NULL,8506,241
443021,3158,NULL,6377,224
443030,NULL,NULL,14076,NULL
443049,19016,NULL,5923,254
443058,8520,NULL,6902,43
443076,NULL,NULL,11589,NULL
443100,8388,NULL,8,149
443128,NULL,NULL,16886,NULL
443137,27062,NULL,6175,428
443146,14301,NULL,6166,204
443173,7991,NULL,7655,24
443207,19477,NULL,6826,436
443216,18282,NULL,3088,326
443225,19827,NULL,2602,207
443234,16332,NULL,8890,205
443252,8651,NULL,6128,1448
443261,28271,NULL,11257,325
443289,18058,NULL,11104,308
443298,11115,NULL,9150,78
443322,10790,NULL,18331,433
443331,43168,NULL,31208,2414
443340,20728,NULL,16254,44
443377,19476,NULL,12168,130
443410,39857,NULL,24187,1037
443483,22476,NULL,10108,159
443492,NULL,9912,3337,2294
443562,4001,NULL,2712,777
443571,16829,NULL,25065,152
443599,NULL,NULL,10814,820
443632,22852,NULL,11794,157
443641,25623,NULL,9602,299
443650,22239,NULL,14203,1140
443669,19688,NULL,9657,336
443678,17587,NULL,9621,85
443696,11934,NULL,3994,36
443702,NULL,NULL,16223,NULL
443748,16023,NULL,5718,547
443766,NULL,NULL,11854,3551
443784,NULL,NULL,12968,2893
443951,3591,NULL,3025,105
443979,14331,NULL,5720,215
444051,10940,NULL,1816,182
444088,25161,NULL,34402,328
444103,NULL,NULL,23444,NULL
444130,NULL,NULL,17600,103
444194,4865,NULL,8788,172
444200,23424,NULL,22538,378
444219,NULL,5202,907,12538
444228,12431,NULL,10231,31
444255,20644,NULL,16293,358
444264,8445,NULL,7286,189
444282,14478,NULL,10385,95
444291,13963,NULL,10806,145
444307,15568,NULL,9868,129
444316,9572,NULL,6913,156
444325,12673,NULL,9200,63
444334,23915,NULL,11243,88
444343,25220,NULL,12776,89
444361,12023,NULL,13178,110
444370,24150,NULL,13888,101
444398,9193,NULL,5418,201
444404,11236,NULL,4985,47
444413,10693,NULL,8772,127
444440,11912,NULL,11853,125
444468,7968,NULL,5951,27
444486,16166,NULL,10147,547
444510,22481,NULL,1343,189
444529,8333,NULL,13845,123
444556,13757,NULL,9701,641
444565,23223,NULL,13704,496
444583,16608,NULL,6431,1256
444592,18623,NULL,8929,412
444635,NULL,NULL,11571,90
444644,23757,NULL,17125,42
444662,13576,NULL,5662,176
444671,3649,NULL,5161,319
444680,8289,NULL,7546,80
444699,NULL,NULL,12716,NULL
444714,20461,NULL,7212,211
444732,2912,NULL,2442,162
444778,NULL,NULL,6456,82
444787,31834,NULL,23193,626
444796,25629,NULL,12742,192
444811,24071,NULL,9007,370
444857,15492,NULL,14112,107
444866,27283,NULL,11696,321
444893,22606,NULL,5138,609
444936,NULL,NULL,3952,377
444945,20915,NULL,15068,791
444954,NULL,7828,2106,2914
444972,24046,NULL,13745,361
444990,NULL,NULL,5413,490
445027,12022,NULL,13805,17053
445054,NULL,NULL,0,NULL
445133,16650,NULL,17879,530
445188,NULL,12253,9399,7783
445203,20035,NULL,10970,800
445212,16557,NULL,10591,405
445230,22111,NULL,6225,1336
445249,21039,NULL,11502,419
445258,24075,NULL,14247,381
445267,15975,NULL,2723,5530
445300,NULL,NULL,9025,121
445364,25346,NULL,10102,982
445461,17520,NULL,5459,562
445498,7583,NULL,8148,46
445540,10359,NULL,8824,95
445638,22964,NULL,15900,88
445647,16765,NULL,12084,148
445656,17323,NULL,12424,202
445692,25270,NULL,18789,488
445708,26835,NULL,15627,2080
445735,NULL,NULL,43171,718
445744,21704,NULL,9600,544
445762,25283,NULL,14070,394
445780,11085,NULL,4774,52
445799,17927,NULL,12461,1608
445841,14319,NULL,10981,224
445850,15949,NULL,10142,179
445869,NULL,NULL,15084,NULL
445911,19277,NULL,10465,960
445948,16253,NULL,6205,1226
445957,NULL,NULL,13319,409
446002,NULL,NULL,17269,NULL
446039,NULL,NULL,12623,NULL
446048,17981,NULL,7898,1128
446084,NULL,NULL,6645,214
446093,21871,NULL,11816,229
446109,17245,NULL,31887,438
446118,24749,NULL,9182,756
446127,20409,NULL,21902,262
446136,23900,NULL,28045,521
446163,11972,NULL,3813,127
446206,NULL,11848,4684,49
446224,NULL,NULL,18744,9
446233,19348,NULL,8860,279
446242,10797,NULL,12906,208
446251,NULL,NULL,13503,114
446260,15057,NULL,12278,344
446288,16071,NULL,8064,121
446303,16703,NULL,11330,316
446349,NULL,9987,1406,28
446385,35677,NULL,22873,318
446394,NULL,NULL,6299,42
446455,17412,NULL,10112,101
446516,5112,NULL,8545,39
446525,37895,NULL,15672,381
446534,9109,NULL,5797,39
446552,16626,NULL,21480,2128
446561,25391,NULL,23033,1639
446589,19690,NULL,11790,236
446598,22883,NULL,9935,74
446604,8729,NULL,11481,1865
446640,14600,NULL,15180,870
446677,28600,NULL,9017,101
446774,NULL,6644,2898,6496
446996,18262,NULL,5959,108
447014,15956,NULL,10402,401
447023,14420,NULL,6607,1316
447050,NULL,NULL,10871,118
447148,13922,NULL,9149,282
447166,15660,NULL,9029,112
447175,16388,NULL,10360,97
447263,23601,NULL,17217,1119
447379,23711,NULL,16525,438
447403,18531,NULL,11533,713
447421,16497,NULL,24136,238
447430,17801,NULL,11290,181
447449,6738,NULL,6004,56
447458,29189,NULL,14361,961
447467,20510,NULL,16136,426
447582,NULL,8160,2359,2003
447591,24278,NULL,4834,834
447607,27410,NULL,9025,941
447616,25517,NULL,10281,973
447689,NULL,12475,3462,15116
447698,NULL,NULL,8871,NULL
447704,10828,NULL,7572,116
447713,27446,NULL,14869,95
447722,15106,NULL,13519,46
447731,12057,NULL,7602,399
447759,NULL,NULL,8753,228
447768,24718,NULL,14141,2059
447777,16874,NULL,9691,862
447795,16843,NULL,5118,70
447801,NULL,NULL,7564,NULL
447810,24831,NULL,15357,476
447847,92322,NULL,59835,432
447865,16135,NULL,4970,49
447874,32089,NULL,50628,341
447883,13700,NULL,7035,403
447892,19324,NULL,10158,232
447908,13232,NULL,8557,59
447917,8028,NULL,7271,60
447935,20968,NULL,20050,316
447953,21366,NULL,5656,586
447962,13699,NULL,13213,364
447971,14485,NULL,8825,107
447980,12222,NULL,6805,114
447999,19537,NULL,14335,344
448017,18975,NULL,4888,166
448026,13118,NULL,13721,173
448044,NULL,NULL,14693,3
448071,23170,NULL,16394,362
448123,10881,NULL,4779,284
448150,12889,NULL,6915,85
448196,17773,NULL,8583,267
448220,14320,NULL,7602,176
448239,NULL,NULL,18934,176
448248,NULL,NULL,2469,3685
448257,15685,NULL,14926,58
448275,20705,NULL,15290,31
448284,NULL,NULL,10087,733
448354,20527,NULL,25266,249
448424,11419,NULL,5373,95
448433,21889,NULL,13584,1709
448594,NULL,7594,494,6364
448600,11768,NULL,11549,672
448619,14494,NULL,14064,828
448646,22407,NULL,16733,367
448673,16713,NULL,19170,2988
448691,NULL,NULL,10566,NULL
448707,12054,NULL,4283,215
448752,25355,NULL,13881,282
448761,26769,NULL,13083,180
448770,10989,NULL,11980,439
448798,13438,NULL,7960,167
448840,NULL,11788,4998,5032
448859,20762,NULL,13399,203
448886,NULL,11741,12487,9837
448895,17506,NULL,6014,589
448974,28945,NULL,21691,215
448983,26333,NULL,18411,335
449038,NULL,NULL,13580,2541
449074,25390,NULL,7134,1211
449083,12195,NULL,12937,359
449092,11485,NULL,11012,280
449117,22720,NULL,12386,613
449135,5120,NULL,3677,277
449250,27720,NULL,6811,766
449311,23999,NULL,11331,339
449320,21061,NULL,15961,792
449339,9718,NULL,7802,71911
449348,5530,NULL,4852,151
449357,NULL,23830,13279,110
449366,32909,NULL,22729,739
449384,47473,NULL,22234,769
449393,10789,NULL,9115,95
449445,24231,NULL,12239,88
449454,NULL,NULL,17084,74
449463,15201,NULL,14962,271
449472,16273,NULL,9003,84
449481,NULL,NULL,11569,NULL
449490,22533,NULL,4078,286
449506,15251,NULL,16374,473
449524,19879,NULL,12148,293
449533,17283,NULL,5631,143
449597,9996,NULL,7016,9
449603,14286,NULL,11911,203
449612,24020,NULL,27862,197
449658,7975,NULL,8571,167
449667,25951,NULL,10176,180
449676,29563,NULL,18764,344
449685,9350,NULL,12494,461
449700,27482,NULL,12792,453
449719,17966,NULL,7968,242
449728,8889,NULL,11419,125
449764,25269,NULL,15424,131
449773,13556,NULL,15621,361
449782,13969,NULL,12028,80
449807,8351,NULL,3509,126
449816,NULL,NULL,2261,866
449834,NULL,NULL,7917,1
449861,21946,NULL,13847,335
449870,8833,NULL,17105,197
449889,NULL,NULL,NULL,29
449898,20394,NULL,11273,966
449904,17726,NULL,6558,165
449922,NULL,NULL,36204,NULL
449931,28650,NULL,9651,493
449959,19135,NULL,10750,368
449968,16350,NULL,11247,398
449977,14741,NULL,11668,290
449986,19492,NULL,10864,441
449995,14897,NULL,9686,290
450021,20269,NULL,11435,432
450058,23709,NULL,10190,1137
450067,20917,NULL,9353,514
450119,18677,NULL,10900,364
450128,19973,NULL,12618,780
