"STABBR","ZIP2","UNITID","COUNTYCD","treat_pu4_i","lag.OpenDoor_pu4_i","lag.Doct_Res_pu4_i","lag.net_price_pu4_i","treat_priv4_i","lag.OpenDoor_priv4_i","lag.Doct_Res_priv4_i","lag.net_price_priv4_i","treat_profit4_i","lag.OpenDoor_profit4_i","lag.Doct_Res_profit4_i","lag.net_price_profit4_i","treat_i","mean_cost_all_i","prop_pub_neigh","net_price_i","cost_attndce_i","instate_tui_fees_i","outstate_tui_fees_i","net_tuition_rev_i","instruct_expendts_i","fac_salary_month_i","prop_fac_fulltime_i","prop_Pell_grant_i","prop_loan_i","transf_rate_FTE_i","non_resident_alien_i","distance_only_i","White_i","Black_i","Hispanic_i","Asian_i","race_other_i","prop_part_time_i","undup_count_i","med_debt_grads_i","med_debt_nongrads_i","med_debt_1st_gen_i","med_debt_cont_gen_i","prop_adlts_up_HS_c","unemplymnt_rate_c","prop_poverty_c","death_rate_c","prop_net_migration_c","LONGITUD","LATITUDE","New_Eng_i","Mid_East_i","Great_Lakes_i","Plains_i","Southeast_i","Southwest_i","Rocky_Mount_i","Far_West_i","Rural_i","net_price_t0","county","White_z","Black_z","Hispanic_z","Asian_z","other_z","citzn_born_abroad_z","rent_income_ratio_z","single_mother_hshld_z","Bach_or_more_z","Gini_z","prop_crime_z","med_rent_z","med_income_z","prop_EITC_z","Rank_s","State.Gross.Domestic.Product_s","Absolute.Domestic.Migration_s","Non.Farm.Payroll_s","core_lower_div_s","common_numberg_s","Asocc_degree_gtd_s","reverse_trsnfer_s","race_other_z","state_sup_per_inhabi_s","Need_based_s","Nonneed_based_s","Nongrant_Aid_s","neigh_i","prop_pub_neigh_i","prop_pri_NoProf_neigh_i","prop_Profit_neigh_i","tot_living_oncampus","total_students","pct_living_on_campus_i","prop_inst_aid_i","prop_Research_all_i","prop_OpenDoor_all_i","Northeast","Midwest","South","West"
"AZ","85302","104708","04013",4,0,0.25,10578,3,0.333333333333333,0,25760,8,0.5,0,21608.875,15,19315.625,0.266666666666667,7546,11843,2070,7854,1758,4994,9055,1,0.53,0.1072,0.261,0.0103,0,0.3831,0.068,0.4006,0.0455,0.1028,0.6284,27350,4096,8000,4253,3500,0.352,0.041,0.123,0.075,0.126,-112.190735,33.570226,0,0,0,0,0,1,0,0,0,6965,"04013",0.563550701359889,0.0508619766570297,0.30444908448442,0.0320430452939287,0.0490951922047326,0.118607226860639,0.273666092943201,0.353457860796086,0.1987897985705,0.4304,0.0306803881257871,809,26504,0.253,38,22,47,37,1,1,0,0,0.0490951922047326,124.400907467621,40.6863790707998,0,0.590910925222384,1,0.266666666666667,0.2,0.533333333333333,,1098,0,0.37,0.0666666666666667,0.333333333333333,0,0,0,1
"AZ","85365","104160","04027",0,0,0,,0,0,0,,0,0,0,,0,,,11065,15407,2720,9710,904,5176,6333,0.3079,0.72,0.0188,0.1292,0.0123,0,0.1421,0.0271,0.74,0.0094,0.0814,0.6962,11492,4000,5500,4000,3513,0.538,0.167,0.195,0.077,0.035,-114.495968,32.689306,0,0,0,0,0,1,0,0,0,9644,"04027",0.511335372069317,0.028664627930683,0.424525993883792,0.0142507645259939,0.0212232415902142,0.133359259784293,0.153553866785874,0.123697068403909,0.188178841228156,0.4309,0.0350835144340212,1054,25721,0.221,38,22,47,37,1,1,0,0,0.0212232415902142,124.400907467621,40.6863790707998,0,0.590910925222384,0,,,,76,522,0.145593869731801,0.19,,,0,0,0,1
"AZ","85392","384333","04013",2,0,0,9708.5,3,0.333333333333333,0,25760,5,0.4,0,23753.2,10,19740.5666666667,0.2,7328,11425,2070,7854,1517,4069,8830,1,0.55,0.1413,0.2862,0.0019,0,0.2565,0.0759,0.5589,0.0295,0.0792,0.6212,13715,4500,6500,4500,4500,0.352,0.041,0.123,0.075,0.126,-112.343158,33.480722,0,0,0,0,0,1,0,0,0,6901,"04013",0.438972736777203,0.107953783877972,0.382757418974345,0.0476101117872557,0.0227059485832243,0.10827773972115,0.101331789229878,0.298797409805735,0.256494370068268,0.3637,0.0346606473568148,1088,32321,0.206,38,22,47,37,1,1,0,0,0.0227059485832243,124.400907467621,40.6863790707998,0,0.590910925222384,1,0.2,0.3,0.5,,644,0,0.21,0,0.3,0,0,0,1
"AZ","85552","104577","04009",0,0,0,,0,0,0,,0,0,0,,0,,,7452,12647,2700,11400,869,5174,8091,0.2827,0.36,0,0.2158,0.01,0,0.6101,0.0412,0.2039,0.0054,0.1394,0.5742,8682,6307.35031316286,9807.23828478154,6465.26137297147,6069.87692304475,0.443,0.05,0.202,0.087,0.089,-109.76234,32.843664,0,0,0,0,0,1,0,0,0,7755,"04009",0.641155678500077,0.0133702166897188,0.317196864914707,0.00507146150299677,0.0232057783925004,0.0395423822649522,0.198150594451783,0.0585539714867617,0.250836120401338,0.482,0.0535599243850936,722,23930,0.18,38,22,47,37,1,1,0,0,0.0232057783925004,124.400907467621,40.6863790707998,0,0.590910925222384,0,,,,46,203,0.226600985221675,0.25,,,0,0,0,1
"AZ","85634","442781","04019",0,0,0,,0,0,0,,0,0,0,,0,,,6103,9705,932,932,1366,5597,5865,0.3171,0.61,0,0.1,0,0,0.0131,0.0294,0.085,0,0.8725,0.5458,589,18029.8380982635,26892.6967664875,18173.5131180168,17397.5698646184,0.342,0.044,0.162,0.098,0.09,-111.715445,31.989869,0,0,0,0,0,1,0,0,0,6532,"04019",0.0336817653890825,0.00995520159283225,0.0124440019910403,0.00630496100879376,0.937614070018251,0.0344695438322748,0.0363636363636364,0.504766949152542,0.0648818897637795,0.4935,0.0608376696223654,451,17727.9000839468,0.444,38,22,47,37,1,1,0,0,0.937614070018251,124.400907467621,40.6863790707998,0,0.590910925222384,0,,,,17,40,0.425,0.27,,,0,0,0,1
"AZ","85635","104425","04003",0,0,0,,0,0,0,,0,0,0,,0,,,6780,11589,2040,6240,877,2360,6550,0.3355,0.63,0.0683,0.207,0.0141,0,0.3986,0.0488,0.4483,0.0182,0.0861000000000001,0.5687,11087,5500,8239,6000,4688,0.363,0.055,0.151,0.111,0.126,-110.246946,31.564597,0,0,0,0,0,1,0,0,1,5768,"04003",0.537926116103266,0.0575096277278562,0.310540579090001,0.0360005705320211,0.0580231065468557,0.146025437049639,0.204275198187995,0.295003272965307,0.265670202507232,0.4176,0.0295223012174705,885,27286,0.198,38,22,47,37,1,1,0,0,0.0580231065468557,124.400907467621,40.6863790707998,0,0.590910925222384,0,,,,23,384,0.0598958333333333,0.38,,,0,0,0,1
"AZ","85709","105525","04019",1,0,1,14821,0,0,0,,3,1,0,25950.6666666667,4,20385.8333333333,0.25,4284,8853,2142,7458,2036,4302,5380,0.2696,0.55,0.0952,0.1884,0.0017,0,0.3659,0.0488,0.4774,0.0282,0.0797,0.7334,33740,4623,7437,4750,4389,0.342,0.044,0.162,0.098,0.09,-110.886659,32.222125,0,0,0,0,0,1,0,0,0,4608,,0.472957794697881,0.163865782861369,0.301960570845662,0.0559876564978516,,0.118273922775073,0.25188019247798,0.313700677710518,0.233974940087047,0.449708839894579,0.0379669831365792,955.93227390861,25468.8001598814,0.239152807827001,38,22,47,37,1,1,0,0,0.00522819509723593,124.400907467621,40.6863790707998,0,0.590910925222384,1,0.25,0,0.75,,805,0,0.1,0.25,0.75,0,0,0,1
"AZ","86005","404426","04005",1,0,1,14789,1,1,0,27265,0,0,0,,2,21027,0.5,12595,17843,3480,11655,3171,2961,7148,0.2603,0.41,0.1036,0.4069,0,0,0.4928,0.0177,0.2014,0.008,0.2801,0.567,5783,6250,11500,6299,5625,0.318,0.054,0.159,0.064,0.064,-111.645631,35.171328,0,0,0,0,0,1,0,0,0,11409,,0.641199317532966,0.0560132503373343,0.198055771821703,0.0498308108137533,,0.0975163186221291,0.219697144345673,0.247325726596447,0.269792791320339,0.435141660710837,0.0450632608520192,938.239603382237,27692.3261712058,0.188176310473686,38,22,47,37,1,1,0,0,0.0549008494942438,124.400907467621,40.6863790707998,0,0.590910925222384,1,0.5,0.5,0,,148,0,0.14,0.5,0.5,0,0,0,1
"AZ","86025","105349","04017",0,0,0,,0,0,0,,0,0,0,,0,,,8911,13819,1866,8610,1347,6577,6141,0.5137,0.63,0,0.0667,8e-04,0,0.4267,0.0081,0.1247,0.0097,0.4308,0.719,5970,10244.8943687873,15561.2230244712,10418.2644137103,9885.75396381621,0.473,0.076,0.285,0.107,0.078,-110.142199,34.93031,0,0,0,0,0,1,0,0,0,7692,"04017",0.528632784538296,0.00858983536148891,0.228346456692913,0.0221904080171797,0.212240515390122,0.0632492453876352,0.141804788213628,0.304259634888438,0.141768707482993,0.4014,0.0726284408184722,668,19824,0.327,38,22,47,37,1,1,0,0,0.212240515390122,124.400907467621,40.6863790707998,0,0.590910925222384,0,,,,,25,0,0.44,,,0,0,0,1
"AZ","86301","106148","04025",0,0,0,,2,0,0,26933,0,0,0,,2,26933,0,7355,11961,2360,8998,2234,6496,7392,0.5274,0.52,0.0836,0.1377,0.002,0,0.5626,0.0089,0.1973,0.0089,0.2223,0.6525,10116,7289,10500,7239,7500,0.354,0.044,0.132,0.139,0.221,-112.453395,34.547495,0,0,0,0,0,1,0,0,0,6799,"04025",0.865262469643191,0.00523071175042032,0.0807491126471138,0.0185877078273865,0.0301699981318884,0.088419805825049,0.269175524274634,0.253185233583796,0.336004037600151,0.4135,0.0286144751052444,871,23519,0.115,38,22,47,37,1,1,0,0,0.0301699981318884,124.400907467621,40.6863790707998,0,0.590910925222384,1,0,1,0,70,296,0.236486486486486,0.28,0,0,0,0,0,1
