"STABBR","ZIP2","UNITID","COUNTYCD","treat_pu4_i","lag.OpenDoor_pu4_i","lag.Doct_Res_pu4_i","lag.net_price_pu4_i","treat_priv4_i","lag.OpenDoor_priv4_i","lag.Doct_Res_priv4_i","lag.net_price_priv4_i","treat_profit4_i","lag.OpenDoor_profit4_i","lag.Doct_Res_profit4_i","lag.net_price_profit4_i","treat_i","mean_cost_all_i","prop_pub_neigh","net_price_i","cost_attndce_i","instate_tui_fees_i","outstate_tui_fees_i","net_tuition_rev_i","instruct_expendts_i","fac_salary_month_i","prop_fac_fulltime_i","prop_Pell_grant_i","prop_loan_i","transf_rate_FTE_i","non_resident_alien_i","distance_only_i","White_i","Black_i","Hispanic_i","Asian_i","race_other_i","prop_part_time_i","undup_count_i","med_debt_grads_i","med_debt_nongrads_i","med_debt_1st_gen_i","med_debt_cont_gen_i","prop_adlts_up_HS_c","unemplymnt_rate_c","prop_poverty_c","death_rate_c","prop_net_migration_c","LONGITUD","LATITUDE","New_Eng_i","Mid_East_i","Great_Lakes_i","Plains_i","Southeast_i","Southwest_i","Rocky_Mount_i","Far_West_i","Rural_i","net_price_t0","county","White_z","Black_z","Hispanic_z","Asian_z","other_z","citzn_born_abroad_z","rent_income_ratio_z","single_mother_hshld_z","Bach_or_more_z","Gini_z","prop_crime_z","med_rent_z","med_income_z","prop_EITC_z","Rank_s","State.Gross.Domestic.Product_s","Absolute.Domestic.Migration_s","Non.Farm.Payroll_s","core_lower_div_s","common_numberg_s","Asocc_degree_gtd_s","reverse_trsnfer_s","race_other_z","state_sup_per_inhabi_s","Need_based_s","Nonneed_based_s","Nongrant_Aid_s","neigh_i","prop_pub_neigh_i","prop_pri_NoProf_neigh_i","prop_Profit_neigh_i","tot_living_oncampus","total_students","pct_living_on_campus_i","prop_inst_aid_i","prop_Research_all_i","prop_OpenDoor_all_i","Northeast","Midwest","South","West"
"NE","68111","181303","31055",1,0,0,13173,6,0.166666666666667,0,20762.6666666667,1,0,0,39502,8,24479.2222222222,0.125,4694,9102,3105,4545,1991,6266,7408,0.1976,0.4,0.1259,0.1969,0.0194,0,0.5119,0.134,0.1444,0.0324,0.1773,0.5913,24779,4126,7721,4128,4124,0.313,0.032,0.116,0.071,0.025,-95.957829,41.310451,0,0,0,1,0,0,0,0,0,6559,"31055",0.215280025898349,0.590389862646256,0.107616889423299,0.0383850529528743,0.0483281690792217,0.0671341963619532,0.382397245534754,0.586789998554704,0.108783173116424,0.4243,0.038358149858148,791,15891,0.468,32,43,25,21,0,0,0,0,0.0483281690792217,394.194510155045,100.212363574892,0.316960559541041,11.1992731037835,1,0.125,0.75,0.125,,386,0,0.38,0,0.125,0,1,0,0
"NE","68510","181640","31109",1,0,1,17784,3,0,0,22956.6666666667,0,0,0,,4,20370.3333333333,0.25,10320,11622,3128,3758,2188,8198,5510,0.5456,0.44,0.5427,0.1871,0,0,0.7641,0.055,0.092,0.04,0.0488999999999999,0.4233,14658,6625,11181,6687,6375,0.284,0.027,0.124,0.071,0.036,-96.62818,40.81079,0,0,0,1,0,0,0,0,0,8965,"31109",0.82212195788898,0.0300337252757269,0.0701850332695288,0.0421110199617173,0.0355482636040469,0.0638189454108696,0.248261474269819,0.159857904085258,0.367439345813341,0.4491,0.0708994605262728,624,26257,0.154,32,43,25,21,0,0,0,0,0.0355482636040469,394.194510155045,100.212363574892,0.316960559541041,11.1992731037835,1,0.25,0.75,0,173,689,0.251088534107402,0.56,0.25,0,0,1,0,0
"NE","68702","181491","31119",0,0,0,,0,0,0,,0,0,0,,0,,,9227,12772,3480,4635,2765,7345,4736,0.4092,0.46,0.2182,0.1419,0.0338,0,0.753,0.0165,0.149,0.0053,0.0762,0.2248,6541,6600,10071,6858,6381,0.406,0.026,0.117,0.106,-0.027,-97.396578,42.048647,0,0,0,1,0,0,0,0,0,9183,,0.831818683298286,0.0220360406031838,0.0731147016884894,0.0351806589634128,,0.073685948681903,0.201658325867552,0.205477475304747,0.301240167393831,0.42813549002015,0.047467296111431,899.443431247619,29255.2871614766,0.143953295707613,32,43,25,21,0,0,0,0,0.0378499154466282,394.194510155045,100.212363574892,0.316960559541041,11.1992731037835,0,,,,175,568,0.308098591549296,0.41,,,0,1,0,0
"NE","68802","180902","31079",0,0,0,,0,0,0,,0,0,0,,0,,,8684,11794,3000,4320,2048,9129,6477,0.5,0.5,0.1674,0.1309,0,0,0.6978,0.031,0.2494,0.0102,0.0116000000000001,0.5243,9156,5250,7000,5250,5500,0.463,0.033,0.13,0.092,-0.049,-98.372549,40.889582,0,0,0,1,0,0,0,0,0,8112,,0.704621872535385,0.092838248272974,0.144418174019859,0.0490596005400734,,0.0943297741241383,0.225343673373296,0.247130416427776,0.294216482431644,0.437768101708979,0.0411328376003563,955.07917093476,28814.5701611849,0.171348409230714,32,43,25,21,0,0,0,0,0.00906210463170876,394.194510155045,100.212363574892,0.316960559541041,11.1992731037835,0,,,,150,395,0.379746835443038,0.36,,,0,1,0,0
"NE","69025","181765","31063",0,0,0,,0,0,0,,0,0,0,,0,,,12936,16665,5228,5228,2784,8222,7447,0.7619,0.32,0.3628,0.0556,0,0,0.9288,0,0.0142,0.0036,0.0534,0.0214,412,14250,21250,13625,15000,0.351,0.026,0.142,0.061,-0.111,-100.510409,40.635454,0,0,0,1,0,0,0,0,1,11808,"31063",0.976744186046512,0,0.00332225913621262,0,0.0199335548172753,0.0411188853612858,0.101910828025478,0.209125475285171,0.24785100286533,0.4668,0.169482137911936,558,20526.5731356423,0.163,32,43,25,21,0,0,0,0,0.0199335548172753,394.194510155045,100.212363574892,0.316960559541041,11.1992731037835,0,,,,39,55,0.709090909090909,0.29,,,0,1,0,0
"NE","69101","181312","31111",0,0,0,,0,0,0,,0,0,0,,0,,,6690,10830,3210,4050,2089,7461,6648,0.3041,0.38,0.1783,0.2195,0.0356,0,0.7889,0.0269,0.0964,0.0043,0.0834999999999999,0.3684,3185,5500,8811,5840,5500,0.368,0.031,0.101,0.094,-0.058,-100.748417,41.110429,0,0,0,1,0,0,0,0,0,7037,"31111",0.883059077421095,0.00944159697868897,0.0832546533585109,0.00546263825195576,0.0187820339897493,0.0418874994674885,0.186702484889187,0.211185983827493,0.200843119542307,0.4378,0.0852040530705928,629,22547.6551111711,0.168,32,43,25,21,0,0,0,0,0.0187820339897493,394.194510155045,100.212363574892,0.316960559541041,11.1992731037835,0,,,,107,245,0.436734693877551,0.76,,,0,1,0,0
"NE","69361","181817","31157",0,0,0,,1,0,0,9683,0,0,0,,1,9683,0,5883,11611,2820,2928,2081,10354,6814,1,0.46,0.1601,0.1546,0.0679,0,0.6076,0.0344,0.2337,0.0123,0.112,0.3642,2463,5500,9476,5500,5500,0.414,0.034,0.143,0.109,-0.085,-103.64249,41.875705,0,0,0,1,0,0,0,0,0,5762,"31157",0.682319832248096,0.0103189493433396,0.277397638229776,0.00822205054629732,0.0217415296324911,0.0504076263823676,0.261504747991234,0.309633530831687,0.234880803011292,0.4714,0.0969237482273372,721,22612.2343880537,0.219,32,43,25,21,0,0,0,0,0.0217415296324911,394.194510155045,100.212363574892,0.316960559541041,11.1992731037835,1,0,1,0,50,190,0.263157894736842,0.95,0,0,0,1,0,0
"NH","03063","183141","33011",3,0,0.333333333333333,17419.3333333333,4,0,0,28176.75,0,0,0,,7,22798.0416666667,0.428571428571429,16103,17824,7616,16416,6619,4575,6778,0.1037,0.41,0.3529,0.2276,0.0036,0,0.7567,0.0375,0.1256,0.0188,0.0614,0.6621,3143,6630,11000,6307,8173,0.345,0.027,0.074,0.082,0.017,-71.523462,42.794576,1,0,0,0,0,0,0,0,0,13456,"33011",0.814488955447398,0.0135404966928741,0.072070385623362,0.0744415325096718,0.0254586297266941,0.118740362587039,0.130641330166271,0.209033005211349,0.450928146371791,0.4002,0.0414998951838183,1219,35944,0.084,27,31,29,22,0,0,0,0,0.0254586297266941,94.5371464965717,24.2539877598208,15.4417055404193,0,1,0.428571428571429,0.571428571428571,0,,81,0,0.03,0.142857142857143,0,1,0,0,0
"NH","03102","183132","33011",2,0.5,0,15587.5,4,0,0,28176.75,0,0,0,,6,21882.125,0.333333333333333,15029,17273,7520,16320,6623,4947,6771,0.1276,0.4,0.4206,0.3586,0,0,0.7253,0.0469,0.0456,0.0384,0.1438,0.6467,5002,9000,14189,9500,7996,0.345,0.027,0.074,0.082,0.017,-71.483534,43.019823,1,0,0,0,0,0,0,0,0,14922,"33011",0.827156173448287,0.0390672223459422,0.0673814144370566,0.048356822447746,0.0180383673209682,0.0965894781413937,0.255768982854196,0.276987600291758,0.243374947788555,0.4162,0.0414998951838183,1018,25656,0.166,27,31,29,22,0,0,0,0,0.0180383673209682,94.5371464965717,24.2539877598208,15.4417055404193,0,1,0.333333333333333,0.666666666666667,0,,132,0,0.04,0,0.166666666666667,1,0,0,0
"NH","03246","183123","33001",0,0,0,,0,0,0,,0,0,0,,0,,,18204,20655,7168,15968,6869,7047,6703,0.1757,0.43,0.5366,0.1646,0.0031,0,0.6966,0.0093,0.017,0.0031,0.274,0.4969,1963,9750,14715.4079497882,10624,7464,0.359,0.026,0.069,0.121,0.086,-71.462602,43.507568,1,0,0,0,0,0,0,0,0,16542,"33001",0.952783825816485,0.00584758942457232,0.0134370139968896,0.0108864696734059,0.0170451010886472,0.0578176551437111,0.279038718291055,0.302926525529265,0.253968253968254,0.4635,0.0680881354809873,891,27022.662522265,0.168,27,31,29,22,0,0,0,0,0.0170451010886472,94.5371464965717,24.2539877598208,15.4417055404193,0,0,,,,10,61,0.163934426229508,0.01,,,1,0,0,0
"NH","03301","183099","33013",2,0.5,0,15587.5,4,0,0,28088,0,0,0,,6,21837.75,0.333333333333333,17756,19744,7680,16480,6676,5640,7192,0.2122,0.39,0.4948,0.2282,3e-04,0,0.8083,0.0425,0.0403,0.0155,0.0933999999999999,0.5284,5716,9500,14750,9500,9094,0.341,0.022,0.07,0.095,0.062,-71.531979,43.223621,1,0,0,0,0,0,0,0,0,17506,"33013",0.90066718386346,0.024422032583398,0.0135298681148177,0.0368347556245151,0.0245461598138091,0.0649840722609141,0.178265783949621,0.25294502617801,0.375541313008834,0.4504,0.0563883495145631,969,30916,0.13,27,31,29,22,0,0,0,0,0.0245461598138091,94.5371464965717,24.2539877598208,15.4417055404193,0,1,0.333333333333333,0.666666666666667,0,62,209,0.296650717703349,0.01,0,0.166666666666667,1,0,0,0
"NH","03570","183105","33007",0,0,0,,0,0,0,,0,0,0,,0,,,15078,18123,7970,16770,6869,6400,6084,0.1679,0.6,0.5691,0.0993,0,0,0.9222,0,0.0081,0,0.0697,0.5932,1527,9500,12000,9500,9109,0.515,0.032,0.131,0.145,0.1,-71.158535,44.503494,1,0,0,0,0,0,0,0,1,15407,"33007",0.897912317327766,0.0473903966597077,0.0284968684759917,0.00281837160751566,0.0233820459290189,0.0582964909765278,0.344657195799876,0.433035714285714,0.117777163395079,0.4625,0.0699141987268198,688,21937.6378728773,0.212,27,31,29,22,0,0,0,0,0.0233820459290189,94.5371464965717,24.2539877598208,15.4417055404193,0,0,,,,,84,0,0.02,,,1,0,0,0
"NH","03743","183114","33019",1,0,0,19750,0,0,0,,0,0,0,,1,19750,1,16995,20883,7298,16098,6245,6025,6255,0.141,0.5,0.4459,0.2254,0,0,0.8359,0.0181,0.0181,0.007,0.1209,0.7872,1659,9500,17500,9500,9625,0.461,0.022,0.112,0.103,0.032,-72.333114,43.399046,1,0,0,0,0,0,0,0,1,17399,"33019",0.970577551761714,0.00247003269160915,0.0180167090446785,0.00290592081365783,0.00602978568834056,0.0431075947486889,0.170307845084409,0.386662492172824,0.168952217698736,0.4179,0.0703283929090381,794,27158,0.185,27,31,29,22,0,0,0,0,0.00602978568834056,94.5371464965717,24.2539877598208,15.4417055404193,0,1,1,0,0,,20,0,0.14,0,0,1,0,0,0
"NH","03801","183150","33015",1,0,1,24529,0,0,0,,0,0,0,,1,24529,1,16859,19234,7680,16480,8582,5639,6768,0.1367,0.29,0.3984,0.3125,0,0,0.7893,0.0149,0.0317,0.0218,0.1423,0.637,3313,8243,13000,8222,8249,0.303,0.028,0.053,0.082,0.048,-70.798969,43.072093,1,0,0,0,0,0,0,0,0,15251,"33015",0.875242521319316,0.0180480981816541,0.0311780896088075,0.0468348147813924,0.02869647610883,0.0795928512045103,0.181522842639594,0.197593984962406,0.57058580614713,0.4388,0.0466065803753408,1145,37702,0.069,27,31,29,22,0,0,0,0,0.02869647610883,94.5371464965717,24.2539877598208,15.4417055404193,0,1,1,0,0,,109,0,0.31,1,0,1,0,0,0
"NJ","07016","187198","34039",14,0.142857142857143,0.214285714285714,10307.7857142857,53,0.0943396226415094,0.0943396226415094,16906.8113207547,10,0.4,0,28162.7,77,18459.0990116801,0.181818181818182,3967,9022,5140,10280,3766,5986,8417,0.2205,0.61,0.1425,0.124,0.0121,0,0.1685,0.2832,0.3876,0.0398,0.1209,0.5333,13323,8118,12000,8250,6500,0.425,0.043,0.078,0.075,-0.019,-74.319138,40.668595,0,1,0,0,0,0,0,0,0,3626,"34039",0.847479423868313,0.0315500685871056,0.0806327160493827,0.024048353909465,0.0162894375857338,0.102166536309884,0.170348837209302,0.080567811241128,0.509472300245025,0.3871,0.0411649891614273,1404,41611.8151099075,0.039,6,8,4,18,1,0,1,1,0.0162894375857338,242.62304679364,634.910314555872,10.402927681076,199.924631850474,1,0.181818181818182,0.688311688311688,0.12987012987013,,978,0,0.1,0.103896103896104,0.142857142857143,1,0,0,0
"NJ","07102","184481","34013",17,0.117647058823529,0.117647058823529,8749.29411764706,68,0.117647058823529,0.117647058823529,18667.0294117647,10,0.4,0,24528.6,95,17314.9745098039,0.178947368421053,10988,15439,4995,8790,5263,6309,7417,1,0.71,0,0.1321,0.1059,0,0.0806,0.4494,0.2639,0.0298,0.1763,0.4977,11840,6948.91323247188,10813.3882664468,7041.90315045342,6971.42260393096,0.424,0.051,0.149,0.079,-0.021,-74.178234,40.738444,0,1,0,0,0,0,0,0,0,11427,"34013",0.151263046437755,0.482075328997126,0.234835879594615,0.0688246861291786,0.0630010588413253,0.163962444696352,0.251981351981352,0.559810874704492,0.221485238652621,0.506,0.0514693338952777,790,14981,0.302,6,8,4,18,1,0,1,1,0.0630010588413253,242.62304679364,634.910314555872,10.402927681076,199.924631850474,1,0.178947368421053,0.715789473684211,0.105263157894737,,772,0,0.03,0.105263157894737,0.147368421052632,1,0,0,0
"NJ","07306","184995","34017",19,0.105263157894737,0.105263157894737,8998.47368421052,73,0.10958904109589,0.123287671232877,18692.602739726,10,0.4,0,24528.6,102,17406.5588079789,0.186274509803922,7944,12807,5718,14028,1517,4923,5231,1,0.7,0.0872,0.1208,0.0045,0,0.1219,0.1341,0.5601,0.0836,0.1003,0.3716,12008,5500,8750,5500,5500,0.415,0.038,0.143,0.062,-0.102,-74.062903,40.7303,0,1,0,0,0,0,0,0,0,7593,"34017",0.228081597222222,0.144006799768519,0.251302083333333,0.348198784722222,0.0284107349537041,0.282292752659336,0.244025157232704,0.302605746921292,0.439649306464276,0.4494,0.0382134816678468,1075,27353,0.224,6,8,4,18,1,0,1,1,0.0284107349537041,242.62304679364,634.910314555872,10.402927681076,199.924631850474,1,0.186274509803922,0.715686274509804,0.0980392156862745,,1134,0,0.01,0.107843137254902,0.137254901960784,1,0,0,0
"NJ","07505","186034","34031",14,0,0.142857142857143,10881.8571428571,57,0.105263157894737,0.140350877192982,22627.4912280702,10,0.5,0,25918.5,81,19809.2827903091,0.172839506172839,9739,14627,5070,8850,2014,6554,7822,1,0.69,0.0638,0.1207,0.0027,0,0.1735,0.1209,0.5667,0.0585,0.0804,0.5743,10660,5500,7127,5500,5500,0.507,0.05,0.136,0.075,-0.083,-74.168778,40.918449,0,1,0,0,0,0,0,0,0,10442,"34031",0.0660377358490566,0.301100628930818,0.617531446540881,0.00628930817610063,0.00904088050314378,0.294079404803815,0.340717299578059,0.463937621832359,0.109304932735426,0.5626,0.0469270520653082,843,17634,0.362,6,8,4,18,1,0,1,1,0.00904088050314378,242.62304679364,634.910314555872,10.402927681076,199.924631850474,1,0.172839506172839,0.703703703703704,0.123456790123457,,421,0,0.17,0.123456790123457,0.135802469135802,1,0,0,0
"NJ","07652","183743","34003",14,0,0.142857142857143,10836.7857142857,53,0.113207547169811,0.150943396226415,22823.7358490566,11,0.454545454545455,0,25129.2727272727,78,19596.5980968717,0.179487179487179,10145,14541,4500,8526,5333,7535,7973,0.2609,0.46,0.1956,0.1408,0.0553,0,0.3198,0.0638,0.2997,0.08,0.2367,0.4157,19671,7750,12000,7750,8000,0.313,0.034,0.068,0.078,-0.017,-74.088804,40.951782,0,1,0,0,0,0,0,0,0,9642,"34003",0.60762331838565,0.0195440956651719,0.100485799701046,0.252690582959641,0.0196562032884912,0.27116608726426,0.495668912415784,0.0810447474553486,0.479224376731302,0.4361,0.0329244405816736,1832,36265,0.062,6,8,4,18,1,0,1,1,0.0196562032884912,242.62304679364,634.910314555872,10.402927681076,199.924631850474,1,0.179487179487179,0.67948717948718,0.141025641025641,,1046,0,0,0.128205128205128,0.141025641025641,1,0,0,0
"NJ","07738","183859","34025",1,1,0,5687,14,0,0,10921.9285714286,2,0,0,30715,17,15774.6428571429,0.0588235294117647,8454,13260,4869,8663,3205,4310,8074,1,0.33,0.1102,0.1637,0.012,0,0.6344,0.1073,0.1584,0.0399,0.0600000000000001,0.4584,18316,7418,10833,7450,7125,0.308,0.036,0.067,0.093,-0.024,-74.132746,40.324906,0,1,0,0,0,0,0,0,0,7971,"34025",0.864479315263909,0.00840069741638928,0.0370898716119829,0.0860675225867808,0.00396259312093805,0.111475450285411,0.217777777777778,0.0862068965517241,0.565817662461319,0.3708,0.0572800366175201,395,50405,0.038,6,8,4,18,1,0,1,1,0.00396259312093805,242.62304679364,634.910314555872,10.402927681076,199.924631850474,1,0.0588235294117647,0.823529411764706,0.117647058823529,,691,0,0.06,0,0.0588235294117647,1,0,0,0
"NJ","07860","247603","34037",0,0,0,,1,0,0,20810,0,0,0,,1,20810,0,13683,15543,6750,10950,7541,4208,7046,0.1011,0.36,0.3994,0.3644,0.026,0,0.7818,0.026,0.119,0.0182,0.0549999999999999,0.4031,3711,6886,11000,7012,6000,0.366,0.039,0.052,0.092,-0.024,-74.758079,41.067633,0,1,0,0,0,0,0,0,0,11784,"34037",0.859630911188005,0.0276432141484045,0.0873510188389081,0.0127643214148404,0.0126105344098419,0.083877867659175,0.388979591836735,0.201052016364699,0.322491161272777,0.4155,0.03478242976295,1140,33439,0.091,6,8,4,18,1,0,1,1,0.0126105344098419,242.62304679364,634.910314555872,10.402927681076,199.924631850474,1,0,1,0,,202,0,0.13,0,0,1,0,0,0
"NJ","07869","184180","34027",1,0,0,18500,9,0,0.111111111111111,18679.7777777778,0,0,0,,10,18589.8888888889,0.1,9975,13468,4920,12060,5255,4950,7352,0.3048,0.29,0.1609,0.1667,0.0251,0,0.5552,0.0534,0.2295,0.0521,0.1098,0.5062,11319,6750,10000,6408,7250,0.259,0.032,0.047,0.08,-0.032,-74.579873,40.859141,0,1,0,0,0,0,0,0,0,9262,"34027",0.748524844720497,0.0254658385093168,0.0989518633540373,0.106987577639752,0.020069875776397,0.163628996584744,0.110051993067591,0.101069438168399,0.645127670661803,0.4268,0.0303771255625025,1284,53963,0.053,6,8,4,18,1,0,1,1,0.020069875776397,242.62304679364,634.910314555872,10.402927681076,199.924631850474,1,0.1,0.9,0,,346,0,0.06,0.1,0,1,0,0,0
"NJ","07882","245625","34041",1,0,0,17536,2,0,0,25815,0,0,0,,3,21675.5,0.333333333333333,8222,11113,4980,5880,2830,3887,6309,1,0.49,0.0418,0.2074,0.0078,0,0.7207,0.0752,0.1445,0.0273,0.0323,0.5029,3569,6150,9675,6670,5499,0.403,0.038,0.067,0.093,-0.014,-75.018309,40.744812,0,1,0,0,0,0,0,0,0,7009,,0.807271120674917,0.124403288665986,0.0309584477686047,0.0373671428904922,,0.075419349513296,0.221518678843776,0.250491552707006,0.316026624165515,0.440642292960002,0.0417435969042527,909.118302698727,29416.6108065014,0.153083910051011,6,8,4,18,1,0,1,1,0,242.62304679364,634.910314555872,10.402927681076,199.924631850474,1,0.333333333333333,0.666666666666667,0,,118,0,0.06,0,0,1,0,0,0
"NJ","08012","183938","34007",3,0,0.333333333333333,20094.3333333333,16,0.0625,0.1875,26298.5625,3,0.333333333333333,0,25937.3333333333,22,24110.0763888889,0.136363636363636,7317,11441,4320,4440,3236,4067,7865,1,0.55,0.1325,0.1592,0.0314,0,0.4712,0.2159,0.1876,0.0625,0.0628,0.4927,17037,6370,11242,6250,7428,0.417,0.046,0.129,0.096,-0.019,-75.038381,39.784874,0,1,0,0,0,0,0,0,0,5027,"34007",0.782984734337827,0.116598929421094,0.0563788659793814,0.0278548770816812,0.0161825931800164,0.0788693227086419,0.266554903604359,0.223121116191816,0.251080069124424,0.3787,0.0755821141561921,1085,32265,0.127,6,8,4,18,1,0,1,1,0.0161825931800164,242.62304679364,634.910314555872,10.402927681076,199.924631850474,1,0.136363636363636,0.727272727272727,0.136363636363636,,616,0,0.02,0.181818181818182,0.0909090909090909,1,0,0,0
"NJ","08054","183877","34005",2,0,0.5,18295.5,19,0.0526315789473684,0.105263157894737,24719.8947368421,5,0.4,0,25534.8,26,22850.0649122807,0.0769230769230769,7574,11837,4725,7185,3654,3977,5205,1,0.39,0.11,0.2528,0.0273,0,0.5299,0.1978,0.1309,0.0388,0.1026,0.4755,15412,5750,10000,5750,5550,0.347,0.037,0.062,0.093,-0.025,-74.894464,39.972205,0,1,0,0,0,0,0,0,0,7139,"34005",0.751540482445665,0.0873656556006687,0.049534272748985,0.0866252686887987,0.0249343205158826,0.114582350429163,0.227683956574186,0.17851656791749,0.49176240692699,0.4287,0.0583776627595803,1445,46465,0.065,6,8,4,18,1,0,1,1,0.0249343205158826,242.62304679364,634.910314555872,10.402927681076,199.924631850474,1,0.0769230769230769,0.730769230769231,0.192307692307692,,729,0,0.07,0.115384615384615,0.115384615384615,1,0,0,0
"NJ","08069","186469","34033",4,0,0.25,19550.5,5,0.2,0.4,20386.6,0,0,0,,9,19968.55,0.444444444444444,9295,14283,5070,6600,5195,6798,6188,1,0.47,0.1607,0.1443,0,0,0.5609,0.1704,0.1132,0.0199,0.1356,0.4192,1473,7519,9500,7466,7571,0.5,0.054,0.112,0.115,-0.018,-75.47013,39.698756,0,1,0,0,0,0,0,0,0,10825,"34033",0.500155738981467,0.252608627939573,0.224653480766236,0.00537299486061361,0.0172091574521104,0.0673095512670217,0.35188770571152,0.399020807833537,0.117192147531231,0.4415,0.0735971133507528,966,27299.3681514612,0.255,6,8,4,18,1,0,1,1,0.0172091574521104,242.62304679364,634.910314555872,10.402927681076,199.924631850474,1,0.444444444444444,0.555555555555556,0,,82,0,0.01,0.333333333333333,0.111111111111111,1,0,0,0
"NJ","08080","184791","34015",3,0,0.333333333333333,20094.3333333333,18,0.0555555555555556,0.166666666666667,26684.2222222222,3,0.333333333333333,0,25937.3333333333,24,24238.6296296296,0.125,7954,11188,4470,9420,3914,4973,7145,1,0.42,0.2101,0.2249,0.0057,0,0.6213,0.1274,0.0823,0.0215,0.1475,0.375,10101,8000,11870,8000,7771,0.401,0.042,0.076,0.094,0.014,-75.121269,39.781339,0,1,0,0,0,0,0,0,0,8166,"34015",0.866345141083209,0.0374466433837796,0.0365042408115749,0.0491435223682022,0.0105604523532342,0.0846205619612109,0.365426695842451,0.126242038216561,0.35107822073685,0.4003,0.062727610043014,1357,37834,0.077,6,8,4,18,1,0,1,1,0.0105604523532342,242.62304679364,634.910314555872,10.402927681076,199.924631850474,1,0.125,0.75,0.125,,765,0,0.06,0.166666666666667,0.0833333333333333,1,0,0,0
"NJ","08330","183655","34001",1,0,0,20364,0,0,0,,0,0,0,,1,20364,1,10060,13605,4818,7818,2938,3532,6822,1,0.59,0.1387,0.1544,0.008,0,0.4507,0.1414,0.2303,0.0755,0.1021,0.5411,7927,7750,10500,7980,6500,0.452,0.058,0.128,0.104,-0.058,-74.680019,39.462081,0,1,0,0,0,0,0,0,0,9609,"34001",0.57347294938918,0.185794066317627,0.143350785340314,0.0682722513089005,0.0291099476439785,0.130775295350096,0.278450363196126,0.326914188876906,0.259427828348505,0.4001,0.0558651901220914,1312,29877,0.171,6,8,4,18,1,0,1,1,0.0291099476439785,242.62304679364,634.910314555872,10.402927681076,199.924631850474,1,1,0,0,,546,0,0.09,0,0,1,0,0,0
"NJ","08362","184205","34011",1,0,0,23692,0,0,0,,0,0,0,,1,23692,1,8203,13286,4500,8700,2907,5098,6630,1,0.59,0.1534,0.136,0.0027,0,0.4076,0.1611,0.3431,0.0134,0.0748,0.4553,4361,5729.02607051149,9090.62282181187,5846.29822951075,5622.72235757983,0.606,0.064,0.152,0.097,-0.076,-75.057829,39.440537,0,1,0,0,0,0,0,0,0,8164,,0.558601535153707,0.296847594624252,0.103897042522257,0.0164441038017748,,0.0706800163933877,0.252009266309241,0.404736877271815,0.208905558339359,0.4698752662473,0.0461701045886148,723.446381955023,21943.0018117405,0.27366435782441,6,8,4,18,1,0,1,1,0.0242097238980092,242.62304679364,634.910314555872,10.402927681076,199.924631850474,1,1,0,0,,427,0,0.21,0,0,1,0,0,0
"NJ","08550","185509","34021",1,0,0,26670,3,0,0.333333333333333,19251.6666666667,3,0.333333333333333,0,27634,7,24518.5555555556,0.142857142857143,5592,10095,4206,7638,4980,5414,7946,1,0.44,0.0775,0.2012,0.0459,0,0.3681,0.2176,0.2158,0.0652,0.1333,0.6104,10712,6624,10172.606443583,6600,6750,0.365,0.036,0.109,0.079,-0.03,-74.650719,40.254398,0,1,0,0,0,0,0,0,0,4846,"34021",0.493620993672856,0.0222487293849186,0.0502541230162846,0.416761746706773,0.0171144072191678,0.298239808908663,0.154690618762475,0.0242560130452507,0.804175774478028,0.4241,0.0536211848998956,1550,71911,0.032,6,8,4,18,1,0,1,1,0.0171144072191678,242.62304679364,634.910314555872,10.402927681076,199.924631850474,1,0.142857142857143,0.428571428571429,0.428571428571429,,429,0,0.05,0.142857142857143,0.142857142857143,1,0,0,0
"NJ","08754","185873","34029",0,0,0,,11,0,0,9595.18181818182,0,0,0,,11,9595.18181818182,0,12493,16141,4555,7735,4293,3804,6838,1,0.42,0.1664,0.13,0.0164,0,0.6795,0.0505,0.1547,0.0221,0.0931999999999999,0.3769,14075,8250,12000,8249,8250,0.421,0.042,0.097,0.12,0.078,-74.16549,40.007809,0,1,0,0,0,0,0,0,0,12023,,0.874573435905108,0.057739398639701,0,0.0276225763519784,,0.058997261232528,0.199984094406732,0.222398992766535,0.316014381356337,0.432990219400181,0.0489328789014602,855.884522426609,29441.7124961065,0.138277234666539,6,8,4,18,1,0,1,1,0.0400645891032121,242.62304679364,634.910314555872,10.402927681076,199.924631850474,1,0,1,0,,800,0,0.01,0,0,1,0,0,0
"NJ","08818","185536","34023",5,0.2,0.6,15665.2,12,0.0833333333333333,0.166666666666667,17635.9166666667,2,0,0,30715,19,21338.7055555556,0.263157894736842,9109,13961,3516,7032,3253,5553,9577,1,0.47,0.0688,0.1596,0.0201,0,0.2719,0.121,0.3534,0.152,0.1017,0.5077,16876,5500,9840,5500,5500,0.359,0.036,0.082,0.075,-0.049,-74.366544,40.504728,0,1,0,0,0,0,0,0,0,8410,,0.617092933744356,0.143218089232763,0.127843903969778,0.111845073053103,,0.138275740471509,0.250891212319513,0.249317356735883,0.414358860544871,0.44345423762488,0.0267086788918952,1246.02367928521,35830.7749739791,0.128283522544888,6,8,4,18,1,0,1,1,0,242.62304679364,634.910314555872,10.402927681076,199.924631850474,1,0.263157894736842,0.631578947368421,0.105263157894737,,865,0,0.03,0.263157894736842,0.105263157894737,1,0,0,0
